gene,umap_1,umap_2,importance,category
AL161753.1,3.2345285,2.6548564,1.5039226612569776e-09,Other Genes
AL161756.1,4.125957,2.1799984,1.9087014063005158e-07,Other Genes
AL161756.3,3.5732844,3.6714559,3.5712222258214676e-09,Other Genes
AL161757.2,3.4375794,4.461491,3.590315275738741e-08,Other Genes
AL161757.5,5.816904,2.5530815,4.248221424709186e-09,Other Genes
AL161772.1,5.307509,5.0382037,3.4171995266780496e-08,Other Genes
AL161781.2,5.272201,3.669113,8.035720651305502e-07,Other Genes
AL161785.1,3.6252542,2.4826722,2.3342021567179638e-07,Other Genes
AL161785.3,2.9376512,4.2691393,3.157761660445561e-09,Other Genes
AL161797.1,4.254958,2.8674371,6.992521586933123e-09,Other Genes
AL161804.1,6.2279763,3.0112588,7.555905479934542e-09,Other Genes
AL161891.1,4.368191,3.7943077,2.239422501862262e-07,Other Genes
AL161893.1,4.9088736,3.1757329,1.1654204043952533e-08,Other Genes
AL161909.2,4.06664,4.449369,3.157761660445561e-09,Other Genes
AL161910.1,4.4732428,1.8246224,5.902063221002836e-09,Other Genes
AL161912.1,5.3082767,2.6040769,2.330840528992321e-09,Other Genes
AL161912.2,4.336617,2.5190046,8.496442849359918e-09,Other Genes
AL161935.1,2.0446336,4.170446,5.1392116260820124e-08,Other Genes
AL161935.3,5.182779,5.0417047,4.661681057970029e-09,Other Genes
AL161937.1,4.7642984,3.5083082,2.330840528992321e-09,Other Genes
AL161938.1,6.757308,3.355837,1.3985043173734727e-08,Other Genes
AL162151.1,3.394267,5.9466076,5.338685384615797e-09,Other Genes
AL162151.3,3.9069533,3.968244,1.082728291203167e-08,Other Genes
AL162171.1,3.168521,4.2680306,1.9173813620520445e-09,Other Genes
AL162171.2,3.2113676,3.8679245,1.3158123441067832e-08,Other Genes
AL162171.3,4.9346237,2.4125698,6.237411776003421e-08,Other Genes
AL162231.1,5.1555657,4.5895753,2.164952965071566e-07,Other Genes
AL162231.2,3.2644012,1.9061192,6.49180171289134e-08,Other Genes
AL162253.1,2.8710885,3.408744,2.4698710306749797e-08,Other Genes
AL162253.2,5.1135845,3.6136148,7.583618702499792e-07,Other Genes
AL162258.2,4.701031,3.1802518,1.5788809556365788e-07,Other Genes
AL162274.1,5.2687335,5.9501424,1.1917746998802435e-07,Other Genes
AL162274.2,3.591906,5.3401184,3.3516457074184977e-07,Other Genes
AL162293.1,3.7271643,4.1666994,1.0000365510207729e-08,Other Genes
AL162311.1,2.6593812,4.964274,1.0904639602280994e-09,Other Genes
AL162311.3,5.4912944,3.6294777,6.266915843414009e-08,Other Genes
AL162377.1,4.5515194,4.0919337,1.1493538892253716e-06,Other Genes
AL162384.1,3.6051052,3.3575745,2.330840528992321e-09,Other Genes
AL162385.2,4.0659776,3.8626008,9.323362115881605e-09,Other Genes
AL162388.2,3.374834,4.456154,5.488602189306365e-09,Other Genes
AL162390.1,2.7238297,2.3285823,3.507751254257505e-07,Other Genes
AL162391.1,2.492021,2.9339619,1.1917746871777539e-08,Other Genes
AL162394.1,2.3589733,3.4634573,9.323362582260625e-09,Other Genes
AL162411.1,3.9879692,3.7829092,1.4248587867353463e-08,Other Genes
AL162412.1,3.0581257,4.253662,2.330840528992321e-09,Other Genes
AL162414.1,4.8458776,4.945987,1.0270691543787845e-07,Other Genes
AL162419.1,3.4127984,4.960689,2.330840528992321e-09,Other Genes
AL162424.1,3.6645947,4.2044854,4.4098812115761086e-07,Other Genes
AL162426.1,3.8740766,3.0121317,2.0191725191919972e-08,Other Genes
AL162430.2,2.7034972,3.784476,7.61271247674678e-08,Other Genes
AL162431.1,6.0850224,4.118889,1.2737409263356135e-07,Other Genes
AL162456.1,2.7110176,5.586885,4.060113297531075e-08,Other Genes
AL162457.1,1.7034941,4.43336,3.5723260038312643e-07,Other Genes
AL162458.1,2.2165198,5.073979,3.7945850783042953e-07,Other Genes
AL162493.1,4.5670943,5.223715,6.413678006663973e-08,Other Genes
AL162497.1,5.823021,4.838324,2.5639245818111806e-08,Other Genes
AL162584.1,3.5406344,3.066385,9.323362115881605e-09,Other Genes
AL162585.1,5.764039,5.9540415,1.9173813620520445e-09,Other Genes
AL162586.1,4.383573,3.021349,2.9193279181774166e-07,Other Genes
AL162586.2,3.4323707,4.801808,4.224550302364776e-07,Other Genes
AL162591.2,4.0623264,3.068356,6.842608510921997e-09,Other Genes
AL162595.1,1.7400573,2.9908195,2.492185196695518e-07,Other Genes
AL162632.3,1.9802942,4.54261,3.157761660445561e-09,Other Genes
AL162713.1,5.9519615,3.9090514,1.9173818284310645e-09,Other Genes
AL162713.2,4.2696123,5.3141932,4.1346103228099844e-10,Other Genes
AL162718.1,4.386262,5.5838947,2.330840528992321e-09,Other Genes
AL162718.3,2.1957972,4.915876,9.323362115881605e-09,Other Genes
AL162719.1,5.1329427,5.6635,1.755626633117441e-08,Other Genes
AL162724.1,3.8505158,4.699848,1.2331206039360791e-08,Other Genes
AL162724.2,4.5522914,2.2342808,1.8646724231529398e-08,Other Genes
AL162725.2,3.2809403,3.170933,1.5039226612569776e-09,Other Genes
AL162727.1,3.8996298,4.74945,2.330840528992321e-09,Other Genes
AL162727.2,4.1405044,6.081217,1.5075504803032196e-08,Other Genes
AL162731.1,4.1111894,2.407351,4.661681057970029e-09,Other Genes
AL162734.1,5.3578925,5.916354,6.579061487351712e-09,Other Genes
AL162741.1,3.553969,1.8647218,1.0793197289878675e-07,Other Genes
AL163051.1,3.3187568,2.89642,5.2514200728781557e-08,Other Genes
AL163192.1,4.9772677,3.1613507,5.075141623755102e-09,Other Genes
AL163541.1,3.793977,6.1764064,9.886745542109448e-09,Other Genes
AL163636.1,5.6197476,3.2184947,1.574840193222804e-07,Other Genes
AL163872.1,2.9894686,3.6645448,6.579061487351712e-09,Other Genes
AL163932.1,2.8414938,3.029777,4.767098840268312e-08,Other Genes
AL163952.1,5.292602,5.143007,1.2067663210425188e-08,Other Genes
AL163953.1,1.7750587,4.920713,4.661681524349049e-09,Other Genes
AL163973.2,5.821535,2.6529973,1.4811964770982462e-08,Other Genes
AL352979.2,3.9526436,5.1958003,1.0150283246984131e-08,Other Genes
AL352979.4,3.565916,4.4944315,4.661681057970029e-09,Other Genes
AL353072.2,3.7110715,4.449377,4.661681057970029e-09,Other Genes
AL353135.1,4.34253,4.846645,2.801869457081544e-07,Other Genes
AL353135.2,5.576238,2.7836194,3.3572794269325417e-07,Other Genes
AL353147.1,3.8356571,5.946499,3.0345904874142025e-07,Other Genes
AL353150.1,3.475192,4.971305,1.3008210829755214e-08,Other Genes
AL353151.2,4.257427,4.9440694,3.0450850201018525e-08,Other Genes
AL353152.1,2.617617,3.3065274,4.661681057970029e-09,Other Genes
AL353152.2,5.717668,3.277171,1.1710541170530928e-07,Other Genes
AL353194.1,4.437272,3.7891855,9.076976303708385e-07,Other Genes
AL353572.4,5.08797,4.674238,6.579061487351712e-09,Other Genes
AL353576.1,6.203904,4.465917,1.737006804312104e-08,Other Genes
AL353581.1,2.1683033,4.1327887,4.661681057970029e-09,Other Genes
AL353593.1,1.6204886,4.1394176,2.0147496759838985e-07,Other Genes
AL353593.2,4.031207,5.5571775,1.9173813620520445e-09,Other Genes
AL353593.3,5.703489,4.603755,3.124147263156167e-08,Other Genes
AL353595.1,4.2529907,5.7692285,4.661681057970029e-09,Other Genes
AL353596.1,3.2430632,4.9452252,1.0377547385789533e-08,Other Genes
AL353597.1,6.6932216,4.134987,4.443589523711288e-08,Other Genes
AL353600.1,4.1631184,5.5021467,1.973718492839032e-08,Other Genes
AL353600.2,4.12637,4.528288,2.330840528992321e-09,Other Genes
AL353604.1,2.9583316,1.7953584,4.661681057970029e-09,Other Genes
AL353608.1,3.5217524,4.396311,2.330840528992321e-09,Other Genes
AL353608.2,3.2226238,5.3377905,4.248221424709186e-09,Other Genes
AL353608.3,5.4741077,4.435629,8.157942923275385e-08,Other Genes
AL353611.1,2.7351892,2.9318767,3.060077491768341e-08,Other Genes
AL353613.1,3.218512,2.9291785,4.661681524349049e-09,Other Genes
AL353622.1,6.656493,4.293183,1.188343824553849e-06,Other Genes
AL353622.2,5.451448,4.616696,8.090242069817542e-08,Other Genes
AL353648.1,4.8650694,5.0164747,9.886745542109448e-09,Other Genes
AL353653.1,5.7330666,4.396916,2.330840528992321e-09,Other Genes
AL353660.1,5.8929434,4.0700107,1.2971437663717032e-06,Other Genes
AL353688.1,5.1969028,2.1026397,6.992521586933123e-09,Other Genes
AL353689.3,2.87455,3.4135406,9.323362115881605e-09,Other Genes
AL353697.1,2.3669965,2.409548,1.5225424869687087e-08,Other Genes
AL353699.1,4.307947,1.9887272,4.661681057970029e-09,Other Genes
AL353704.1,3.2573092,2.2247322,1.204494045572682e-07,Other Genes
AL353708.1,5.5092034,4.6964374,3.1710324317784284e-07,Other Genes
AL353708.3,4.680522,5.3871374,2.9687175703149316e-08,Other Genes
AL353709.1,4.822563,3.317617,5.101495439318325e-08,Other Genes
AL353719.1,5.6936,4.285233,4.631965856656688e-07,Other Genes
AL353740.1,4.849931,4.2303815,2.330840528992321e-09,Other Genes
AL353743.2,3.508874,5.3134446,6.99205376818975e-08,Other Genes
AL353746.1,3.96915,3.3994036,4.9738283784157314e-08,Other Genes
AL353747.4,4.5265083,4.9952545,4.248221424709186e-09,Other Genes
AL353748.3,2.266256,5.0252028,7.147020802014871e-08,Other Genes
AL353751.1,5.216167,1.5230217,3.030092734213936e-08,Other Genes
AL353759.1,4.280291,5.4612784,7.011619522577977e-08,Other Genes
AL353764.1,6.222862,4.097861,4.236859055085481e-08,Other Genes
AL353768.1,3.2143478,5.193435,1.1390664941884337e-08,Other Genes
AL353768.2,3.2765265,2.3059928,6.770052589654135e-10,Other Genes
AL353770.3,3.8851278,2.5045993,2.330840528992321e-09,Other Genes
AL353770.4,5.6461535,5.00925,6.992521586933123e-09,Other Genes
AL353771.1,6.0341825,3.5646777,2.3871788713126126e-08,Other Genes
AL353784.1,4.334393,2.8859673,5.902062754623816e-09,Other Genes
AL353795.2,2.3678875,3.3872888,2.180448589092281e-08,Other Genes
AL353796.1,3.4126565,4.415317,7.495936401329603e-08,Other Genes
AL353796.2,2.4032862,4.4286933,1.856473093455718e-08,Other Genes
AL353801.1,4.0836143,5.008393,6.992521586933123e-09,Other Genes
AL353801.2,4.992681,1.7002994,2.330840528992321e-09,Other Genes
AL353801.3,2.6748073,3.2469335,5.368194899935401e-08,Other Genes
AL353803.1,4.559219,3.1007705,4.248221424709186e-09,Other Genes
AL353803.4,3.8496861,3.8894453,2.4444763355647023e-09,Other Genes
AL353804.1,2.5749583,4.012127,5.872553956132346e-08,Other Genes
AL353804.2,5.5971503,3.6655452,9.173448107448542e-09,Other Genes
AL353807.2,5.792578,2.9212062,3.834762723972571e-09,Other Genes
AL353807.5,4.369912,3.3325067,6.674145809952147e-07,Other Genes
AL354694.1,2.5563061,3.335274,4.744373310543901e-08,Other Genes
AL354696.1,2.4978738,3.1875794,2.323110119178123e-08,Other Genes
AL354696.2,5.626962,5.162343,9.715053787408258e-08,Other Genes
AL354707.1,4.278925,1.820661,1.6271388093881397e-07,Other Genes
AL354710.2,4.2273545,4.425067,1.0928596759862883e-07,Other Genes
AL354714.3,4.430977,3.432014,6.992521586933123e-09,Other Genes
AL354726.1,1.8650118,3.884734,2.7443010948358466e-09,Other Genes
AL354733.1,2.315352,5.1368637,5.876181971886339e-08,Other Genes
AL354733.2,6.1163454,5.490326,1.8037655864549149e-09,Other Genes
AL354733.3,4.2276793,3.9061942,5.824427719369693e-06,Other Genes
AL354740.1,2.2651317,4.6961265,2.4801677190663194e-07,Other Genes
AL354743.2,4.3266788,3.9272478,1.1654202644815474e-08,Other Genes
AL354760.1,4.7296333,4.0464683,4.015137418154131e-08,Other Genes
AL354793.1,5.524375,5.16644,8.53005645050825e-08,Other Genes
AL354794.1,5.3652606,5.1382904,2.330840528992321e-09,Other Genes
AL354809.1,3.230112,4.297396,6.429149342754215e-09,Other Genes
AL354813.1,5.238711,3.692696,7.639066295510285e-08,Other Genes
AL354822.1,4.5668716,1.9787947,6.246149141646735e-07,Other Genes
AL354836.1,4.0000596,4.36363,1.3985043173734727e-08,Other Genes
AL354863.1,3.8745203,2.2119977,6.165602786673551e-09,Other Genes
AL354864.1,2.8714216,1.9060214,4.661681057970029e-09,Other Genes
AL354872.2,4.477942,6.3157454,5.902063221002836e-09,Other Genes
AL354892.1,4.7509027,4.4678836,1.8910267060187353e-08,Other Genes
AL354892.2,3.8495526,1.8456697,5.951139537942363e-08,Other Genes
AL354892.3,5.112823,3.5218375,9.357931651965847e-08,Other Genes
AL354919.1,4.761637,5.543247,1.2403816970045029e-09,Other Genes
AL354919.2,4.2090144,2.9419324,2.330840528992321e-09,Other Genes
AL354920.1,2.3286266,4.013283,3.3030049330900007e-09,Other Genes
AL354928.1,2.6751177,1.9892318,2.330840528992321e-09,Other Genes
AL354936.1,4.329342,3.1979785,4.248221424709186e-09,Other Genes
AL354950.1,3.6088145,2.1152368,4.661681057970029e-09,Other Genes
AL354950.2,3.7474597,3.124775,2.330840528992321e-09,Other Genes
AL354956.1,3.7836149,3.3511093,4.842057615212657e-08,Other Genes
AL354977.1,4.619346,3.850173,2.6052706383370802e-08,Other Genes
AL354977.2,5.6197863,4.1891413,9.368814053033382e-08,Other Genes
AL354979.1,5.1286507,4.265151,5.075141623755102e-09,Other Genes
AL354989.1,5.6611514,4.496085,3.015100867294102e-08,Other Genes
AL354993.1,4.419994,2.4806924,6.615369959132427e-09,Other Genes
AL354993.2,3.8708053,3.7015488,1.1654202644815474e-08,Other Genes
AL355001.1,5.042307,3.7527006,2.3949128596706405e-08,Other Genes
AL355001.2,4.525169,5.470839,2.0900260852299678e-07,Other Genes
AL355053.1,4.433796,5.6204906,6.992521586933123e-09,Other Genes
AL355073.1,3.6399477,4.8771257,4.511767981622798e-09,Other Genes
AL355073.2,5.040255,2.484694,1.2499747578762128e-07,Other Genes
AL355075.1,4.189258,4.9381495,1.285830007622831e-08,Other Genes
AL355075.2,2.93761,3.4485917,7.405982152659743e-09,Other Genes
AL355075.3,5.3114853,5.4423866,3.4435532983038825e-08,Other Genes
AL355075.4,4.7299266,2.6744905,3.9467396426134326e-06,Other Genes
AL355075.6,2.8299892,5.2630424,4.1346056590197844e-10,Other Genes
AL355076.2,3.119196,4.6259146,5.2482581150591364e-08,Other Genes
AL355097.1,4.4619975,5.12959,6.992521586933123e-09,Other Genes
AL355102.3,6.033849,4.9351788,2.63546557468917e-10,Other Genes
AL355102.4,3.7380097,3.2711408,2.330840528992321e-09,Other Genes
AL355297.2,5.5418267,4.2229595,4.661681057970029e-09,Other Genes
AL355297.3,2.109454,2.7132244,2.6843339056760445e-08,Other Genes
AL355297.4,3.9282293,2.6060295,5.8989087944604463e-08,Other Genes
AL355303.1,4.579717,3.4624891,1.3835128233215829e-08,Other Genes
AL355303.2,6.1062818,5.3515077,2.2181659863020536e-08,Other Genes
AL355304.1,6.4665627,4.594182,2.815800940135376e-06,Other Genes
AL355306.2,2.981904,3.83071,3.23682296991327e-08,Other Genes
AL355310.1,5.191019,4.4924474,4.357267820147469e-08,Other Genes
AL355310.2,3.6293852,5.393267,3.157762126824581e-09,Other Genes
AL355312.2,2.464937,3.9015298,6.477276779049206e-08,Other Genes
AL355312.3,4.5581403,3.370904,2.330840528992321e-09,Other Genes
AL355312.4,5.6726665,2.834194,8.55641078176114e-08,Other Genes
AL355334.2,3.5523152,5.1350427,2.454878745089556e-08,Other Genes
AL355336.1,3.8797822,4.069502,4.0538959131144883e-07,Other Genes
AL355337.1,4.438707,2.943705,2.330840528992321e-09,Other Genes
AL355347.1,5.3200254,4.1664815,3.387941162601662e-07,Other Genes
AL355353.1,3.5939136,2.3168018,3.5398324500809294e-07,Other Genes
AL355361.1,5.268866,2.913772,1.0902242987876104e-07,Other Genes
AL355377.3,3.464981,4.5119863,5.352266177399127e-08,Other Genes
AL355377.4,4.759958,4.889626,1.1630766636348637e-09,Other Genes
AL355385.1,4.3432555,2.643598,6.165602786673551e-09,Other Genes
AL355388.1,5.2243047,2.456633,4.661681057970029e-09,Other Genes
AL355388.2,4.691836,3.8286185,2.1098451291051027e-07,Other Genes
AL355388.3,6.0206447,3.252701,8.64636384843674e-09,Other Genes
AL355390.1,2.488514,4.5171914,1.6579426997398695e-08,Other Genes
AL355432.1,5.806939,4.0738897,5.075141623755102e-09,Other Genes
AL355472.2,6.2864776,2.912543,4.1391750285680077e-08,Other Genes
AL355472.3,5.551027,4.6117845,3.737079950596453e-08,Other Genes
AL355474.1,6.667429,3.765617,2.330840528992321e-09,Other Genes
AL355481.1,4.595997,4.5549345,1.5039226612569776e-09,Other Genes
AL355482.1,2.9479122,4.688342,3.2104696652217564e-08,Other Genes
AL355482.2,5.218526,3.4685392,2.330840528992321e-09,Other Genes
AL355483.1,2.2745175,3.479167,6.992521586933123e-09,Other Genes
AL355483.3,5.3472157,3.7443957,8.082984148506396e-09,Other Genes
AL355488.1,4.514384,4.492695,7.033695493796925e-07,Other Genes
AL355490.1,5.4689198,3.7898479,1.702919137864161e-08,Other Genes
AL355490.2,4.88868,4.1743755,9.623208298338429e-09,Other Genes
AL355499.1,3.347709,5.0987597,6.815775875120832e-08,Other Genes
AL355501.1,2.4263625,3.3237882,4.552635220840697e-08,Other Genes
AL355512.1,3.842856,5.0545545,6.118433633284702e-07,Other Genes
AL355516.1,4.5523763,5.6511607,4.661681524349049e-09,Other Genes
AL355531.1,5.7088847,2.4512522,3.044146810241448e-09,Other Genes
AL355537.2,4.218566,1.5412276,4.661681524349049e-09,Other Genes
AL355538.1,4.6862164,2.3498926,4.661681057970029e-09,Other Genes
AL355574.1,6.034312,4.0990734,2.9106479518241844e-07,Other Genes
AL355578.1,2.7805555,4.2087116,6.579061487351712e-09,Other Genes
AL355581.1,2.6619213,4.0203776,1.1354377401899849e-07,Other Genes
AL355592.1,5.686193,3.4355567,2.330840528992321e-09,Other Genes
AL355597.1,5.533168,3.442049,4.432227803475983e-08,Other Genes
AL355607.2,3.0916328,4.047465,9.323362582260625e-09,Other Genes
AL355613.1,4.399814,4.8697376,1.0413824211236603e-08,Other Genes
AL355802.3,2.1946502,3.3538985,7.176529170357735e-08,Other Genes
AL355810.1,5.7217207,3.557111,9.323362115881605e-09,Other Genes
AL355816.1,2.3609576,5.4590654,7.619505424204652e-08,Other Genes
AL355816.2,3.0903986,3.863918,8.347475523348e-07,Other Genes
AL355834.1,5.168882,2.889371,2.330840528992321e-09,Other Genes
AL355834.2,3.027654,2.6531453,5.752144085761578e-09,Other Genes
AL355870.2,4.486489,3.0490882,6.992522986070183e-09,Other Genes
AL355881.1,5.939542,2.1933484,9.762040972097963e-07,Other Genes
AL355916.1,4.568714,3.6584914,3.7334327056125254e-07,Other Genes
AL355916.2,2.7629168,4.357683,3.908632165216025e-07,Other Genes
AL355922.1,4.265059,2.1574614,7.793090289486405e-08,Other Genes
AL355981.1,3.0332394,4.9168587,4.661681524349049e-09,Other Genes
AL355999.1,5.623457,4.7042184,5.533111629390139e-08,Other Genes
AL356019.1,6.501902,3.0015125,1.9173813620520445e-09,Other Genes
AL356019.2,4.7427635,5.1279225,7.21377594667898e-08,Other Genes
AL356020.1,4.051965,2.919933,5.150103594853396e-08,Other Genes
AL356055.1,4.7650986,4.1962314,1.049288840103133e-07,Other Genes
AL356056.1,3.6740282,3.620342,2.9437725666072776e-08,Other Genes
AL356056.2,5.645935,4.564378,7.46958341824453e-08,Other Genes
AL356108.1,4.863405,1.416022,3.518986974394323e-08,Other Genes
AL356113.1,2.514405,4.9078546,1.5039226612569776e-09,Other Genes
AL356124.1,6.108814,3.309702,4.026815752466922e-07,Other Genes
AL356124.2,5.879698,2.0444856,2.6993251207407792e-08,Other Genes
AL356215.1,4.3583064,2.2439475,5.506417710906068e-07,Other Genes
AL356234.2,3.5967088,4.50736,1.321809151148305e-07,Other Genes
AL356234.3,2.7579355,5.0454507,4.110548726437614e-07,Other Genes
AL356259.1,4.730719,2.6357594,1.5039226612569776e-09,Other Genes
AL356275.1,3.9851093,6.201418,2.330840528992321e-09,Other Genes
AL356276.1,3.5132573,5.2246585,2.01015674430351e-07,Other Genes
AL356277.3,3.1269596,3.602104,4.661681057970029e-09,Other Genes
AL356299.2,5.2613835,5.611955,8.269211315701463e-10,Other Genes
AL356309.2,3.3376343,5.6137652,2.097756476040481e-08,Other Genes
AL356317.2,6.0130954,4.576896,3.5712222258214676e-09,Other Genes
AL356356.1,2.5642693,2.0621548,1.0503774897020638e-07,Other Genes
AL356379.2,2.2787244,3.3001065,2.330840528992321e-09,Other Genes
AL356414.1,4.3327065,5.3843265,9.830876370130056e-08,Other Genes
AL356417.1,6.430669,4.9840765,1.8195548871834039e-07,Other Genes
AL356417.3,2.8435714,5.008051,1.3766951682723634e-07,Other Genes
AL356441.1,5.3760257,2.2017279,3.511253079155739e-08,Other Genes
AL356475.1,5.942744,3.959836,1.2067663210425188e-08,Other Genes
AL356481.1,3.484026,3.3445342,2.25837553685191e-07,Other Genes
AL356481.2,3.6024346,2.8131442,1.590652966758023e-07,Other Genes
AL356481.3,3.7294393,4.353152,1.6315883702639368e-08,Other Genes
AL356488.2,5.5897355,4.7033815,3.4144379968514905e-07,Other Genes
AL356488.3,6.150026,4.6468625,1.23443208758729e-07,Other Genes
AL356489.2,4.803126,1.8936913,1.0150283246984131e-08,Other Genes
AL356489.3,4.563782,5.2302885,3.834762723972571e-09,Other Genes
AL356495.1,2.35715,3.313827,1.0413824211236603e-08,Other Genes
AL356512.1,5.3973556,4.2313128,1.449887096329322e-06,Other Genes
AL356599.1,3.701455,2.6734982,1.0637747200478985e-06,Other Genes
AL356608.1,4.4317555,3.5744936,1.1654202644815474e-08,Other Genes
AL356608.3,2.9707296,3.871148,3.1654931333175085e-08,Other Genes
AL356652.1,3.5176096,3.456207,6.770066581024735e-10,Other Genes
AL356737.2,5.4637814,4.823724,2.330840528992321e-09,Other Genes
AL356740.1,4.526295,5.011959,4.522651300886354e-08,Other Genes
AL356740.2,4.6103206,4.6054835,6.579061487351712e-09,Other Genes
AL356752.1,2.2564898,4.1654167,2.097756476040481e-08,Other Genes
AL356753.1,3.3319185,4.8195987,4.661681057970029e-09,Other Genes
AL356756.1,5.543735,4.284709,3.692106295823325e-08,Other Genes
AL356776.2,4.4198146,4.0760527,6.033362894562265e-08,Other Genes
AL356804.1,2.2018964,3.4282844,5.715869590309895e-09,Other Genes
AL356805.1,3.518542,4.2437215,6.992521586933123e-09,Other Genes
AL356952.1,6.094335,5.301777,4.1346056590197844e-10,Other Genes
AL356966.1,4.8529687,6.155962,1.9770330785838238e-07,Other Genes
AL357033.1,4.9738107,3.022602,1.018799849856253e-07,Other Genes
AL357033.2,2.2954187,3.7560892,2.330840528992321e-09,Other Genes
AL357033.3,2.699504,4.832669,9.29700839020247e-08,Other Genes
AL357033.4,4.3859687,3.5515697,2.3363809981296105e-07,Other Genes
AL357054.2,3.0908086,2.4473476,3.1127848472189743e-08,Other Genes
AL357054.3,2.7059474,2.4959285,3.5712222258214676e-09,Other Genes
AL357054.4,2.5385375,3.219283,1.4009394851827723e-06,Other Genes
AL357075.4,6.0652704,3.1767197,1.3985043173734727e-08,Other Genes
AL357078.2,2.9392986,4.3261,6.390953965669911e-08,Other Genes
AL357079.1,4.591124,3.603893,2.171138386690521e-07,Other Genes
AL357079.2,6.0715847,4.0706577,6.728984350936303e-09,Other Genes
AL357093.1,4.212979,3.8659933,3.973791547969409e-08,Other Genes
AL357093.2,6.6271954,4.1949024,2.5973178097341006e-07,Other Genes
AL357127.2,4.435547,3.205738,2.330840528992321e-09,Other Genes
AL357140.1,2.881113,4.3822055,2.5943870867388895e-09,Other Genes
AL357140.2,2.252371,4.8230577,1.0658271837376896e-07,Other Genes
AL357140.4,5.679958,3.7111647,3.00784532179791e-09,Other Genes
AL357141.1,4.686906,2.1064744,1.3948763095982612e-08,Other Genes
AL357153.1,4.0008807,2.3979998,4.098309746154603e-09,Other Genes
AL357153.2,2.8628814,2.850124,2.330840528992321e-09,Other Genes
AL357315.1,3.6259506,2.2876382,4.661681057970029e-09,Other Genes
AL357497.1,1.9767929,3.9460254,2.0673037599298244e-09,Other Genes
AL357500.1,5.613806,5.0067987,6.992521586933123e-09,Other Genes
AL357522.1,6.607398,3.1461985,2.330840528992321e-09,Other Genes
AL357552.2,5.7466536,2.1717267,3.157761660445561e-09,Other Genes
AL357556.4,3.570722,3.9858873,2.0527836708326664e-08,Other Genes
AL357558.3,4.7009635,4.1164184,1.9173813620520445e-09,Other Genes
AL357568.1,2.8719294,2.7464073,4.248221424709186e-09,Other Genes
AL357568.2,5.543159,5.429928,1.2331206505739812e-08,Other Genes
AL357793.1,2.675571,3.3283727,1.8646724231529398e-08,Other Genes
AL357793.2,4.574883,5.305043,9.323362115881605e-09,Other Genes
AL357835.1,3.917021,3.248848,2.330840528992321e-09,Other Genes
AL357874.1,3.5400684,2.1877043,9.323362115881605e-09,Other Genes
AL357874.2,4.9562974,4.1993957,4.661681057970029e-09,Other Genes
AL357972.1,3.2778168,2.6358545,6.579061487351712e-09,Other Genes
AL358072.1,4.2579722,4.9928904,1.7151013794070156e-07,Other Genes
AL358074.1,4.4106097,4.5752554,6.281907988279078e-08,Other Genes
AL358075.1,1.7682223,3.9601843,1.0000365510207729e-08,Other Genes
AL358075.2,4.761003,4.2432103,5.338685850994817e-09,Other Genes
AL358115.1,4.964004,4.189126,1.0522748525696277e-08,Other Genes
AL358176.1,3.425582,4.3234305,4.661681057970029e-09,Other Genes
AL358176.4,3.4994328,6.2218423,1.0150283246984131e-08,Other Genes
AL358333.1,3.9798186,4.3098884,6.992521586933123e-09,Other Genes
AL358333.2,3.095468,4.900787,4.635327286997402e-08,Other Genes
AL358333.3,2.3721845,3.3132975,4.955648124319842e-07,Other Genes
AL358334.2,3.3135433,4.302381,1.0977204377151412e-08,Other Genes
AL358334.3,5.0653067,4.7783933,1.3158122974688812e-08,Other Genes
AL358334.4,3.9138632,2.5288374,1.5039226612569776e-09,Other Genes
AL358472.2,5.4662976,4.2823653,2.2233888881071057e-07,Other Genes
AL358472.3,4.229896,3.2736278,7.173375780090093e-08,Other Genes
AL358472.4,2.2988465,2.4505103,1.5484395231543278e-07,Other Genes
AL358472.5,3.390519,1.7917881,7.990917856173293e-07,Other Genes
AL358473.1,4.8618016,5.3891954,1.672934426813218e-08,Other Genes
AL358473.2,3.713678,4.150815,6.579061487351712e-09,Other Genes
AL358777.1,5.906504,4.821535,9.886746008488469e-09,Other Genes
AL358780.1,3.378889,4.9835978,4.917491059183272e-08,Other Genes
AL358781.1,2.8274705,3.3255477,7.610521386118694e-08,Other Genes
AL358781.2,3.8706229,3.6087856,5.86071696576718e-08,Other Genes
AL358790.1,1.8309231,3.506722,4.3836224750336435e-08,Other Genes
AL358852.1,4.757541,5.6455836,2.2936025832871062e-08,Other Genes
AL358876.2,2.2678504,5.4557753,6.992521586933123e-09,Other Genes
AL358933.1,4.231305,3.274215,1.2920938329475088e-07,Other Genes
AL358937.1,2.599386,3.545999,1.0563744278563693e-08,Other Genes
AL359076.1,6.266938,3.7825737,4.718019399698488e-08,Other Genes
AL359091.1,4.6929493,3.6189551,6.579061487351712e-09,Other Genes
AL359091.4,3.5691254,1.9554971,7.233340186271369e-08,Other Genes
AL359091.5,4.7802005,4.1292696,1.3158122974688812e-08,Other Genes
AL359094.1,5.6708965,3.8007355,5.338685384615797e-09,Other Genes
AL359095.1,4.0068936,4.343024,1.767351964449749e-07,Other Genes
AL359182.1,2.6087303,5.167455,1.0845904787297625e-07,Other Genes
AL359198.1,5.348704,4.5060177,4.2259751577106807e-08,Other Genes
