gene,umap_1,umap_2,importance,category
AC104451.2,0.8016111,5.7398963,4.1346056590197844e-10,Other Genes
AC104458.1,1.6556956,4.665681,1.2403821633835229e-09,Other Genes
AC104459.1,1.1078842,4.006398,5.676709475330493e-08,Other Genes
AC104461.1,2.766595,3.8634202,3.53760703638917e-08,Other Genes
AC104462.1,2.3614256,4.6890144,6.992521586933123e-09,Other Genes
AC104463.2,0.83758444,4.1313295,6.878907673169555e-09,Other Genes
AC104472.1,2.8621824,3.789846,1.9173813620520445e-09,Other Genes
AC104472.4,-0.8144151,3.0221117,1.1315703594395363e-07,Other Genes
AC104472.5,3.19236,3.4849477,2.6279969593100666e-08,Other Genes
AC104506.1,-0.6929814,3.2303078,7.77399789579941e-08,Other Genes
AC104530.1,0.5879343,4.6740217,3.0383512261463625e-06,Other Genes
AC104532.2,1.3481754,3.9539578,9.463594853810756e-07,Other Genes
AC104534.1,0.09216772,6.2731323,2.330840528992321e-09,Other Genes
AC104561.1,-0.28686392,5.108614,3.834762723972571e-09,Other Genes
AC104561.3,1.4086437,5.314082,1.9173813620520445e-09,Other Genes
AC104561.4,-0.24449489,4.0061355,4.098310678912643e-09,Other Genes
AC104564.1,2.6008875,5.0236497,1.4811964770982462e-08,Other Genes
AC104564.2,0.8899605,4.055278,1.4662045635741208e-08,Other Genes
AC104564.3,0.63803446,5.9702854,2.0684992064671715e-07,Other Genes
AC104564.5,1.4162121,3.6585956,2.8001709466399275e-08,Other Genes
AC104574.2,0.77581364,3.8710415,6.579061487351712e-09,Other Genes
AC104590.1,1.9916703,1.6069926,4.1259509756361925e-07,Other Genes
AC104596.1,0.25215492,4.457369,3.0968005041676406e-07,Other Genes
AC104623.1,0.57481676,2.7337859,4.661681057970029e-09,Other Genes
AC104653.1,0.09710425,3.6003373,4.5895783786583635e-07,Other Genes
AC104653.2,1.9985095,3.1309562,1.0977204843530433e-08,Other Genes
AC104655.1,1.0335368,3.5138946,1.9173813620520445e-09,Other Genes
AC104656.1,-0.6328976,3.6989598,4.9252276159942436e-09,Other Genes
AC104662.1,-0.59882987,3.4276445,1.0000365976586748e-08,Other Genes
AC104667.1,2.866297,4.4800997,1.3985043173734727e-08,Other Genes
AC104667.2,0.76914483,4.319154,1.5039226612569776e-09,Other Genes
AC104695.1,0.5502122,5.8812847,2.797008634694338e-08,Other Genes
AC104695.2,1.4830885,3.7731314,2.6306862470867367e-09,Other Genes
AC104695.3,2.1028543,3.14121,1.32666992878446e-07,Other Genes
AC104695.4,-0.44598296,3.5069156,1.2451456083590266e-06,Other Genes
AC104699.1,2.7406666,3.6783614,1.4071368083238929e-07,Other Genes
AC104758.2,2.7839286,4.7783117,1.876035491222883e-08,Other Genes
AC104758.5,-0.74492043,4.8995695,6.992521586933123e-09,Other Genes
AC104779.1,3.2965317,4.011604,2.097756476040481e-08,Other Genes
AC104785.1,0.49266163,3.461423,2.0673028271717844e-09,Other Genes
AC104791.1,2.22974,4.348077,6.579061487351712e-09,Other Genes
AC104794.3,1.0002095,5.102741,1.88618151264279e-08,Other Genes
AC104794.4,1.4512393,3.2815511,2.330840528992321e-09,Other Genes
AC104794.5,0.8751806,3.368786,1.8646724231529398e-08,Other Genes
AC104806.2,0.11032963,5.8159423,2.5770546715413836e-07,Other Genes
AC104809.2,1.041322,3.095801,5.225217983786246e-07,Other Genes
AC104819.3,0.80105805,4.2742662,4.661681057970029e-09,Other Genes
AC104823.1,1.068923,2.7480237,5.638525515572853e-09,Other Genes
AC104825.1,0.018512305,2.5793104,1.4247176160150003e-07,Other Genes
AC104836.1,1.496383,6.1254864,3.699361718094039e-08,Other Genes
AC104841.1,-1.201835,2.4827163,5.0337955651249076e-08,Other Genes
AC104850.2,0.75667036,1.752718,6.755808501860048e-08,Other Genes
AC104938.1,3.0583973,2.705589,4.270948347415592e-08,Other Genes
AC104958.1,1.3522854,5.260245,7.206514572709079e-08,Other Genes
AC104958.2,0.898066,3.8099527,3.155993260785594e-07,Other Genes
AC104964.1,-0.5511838,4.338904,3.191847788592394e-08,Other Genes
AC104964.2,-0.33890232,4.6687326,3.00784578817693e-09,Other Genes
AC104964.3,1.1515087,1.7942055,3.150091167881518e-07,Other Genes
AC104964.4,1.2561338,2.6258528,6.481378531990599e-08,Other Genes
AC104971.1,0.65499794,2.9973826,8.932156266133683e-08,Other Genes
AC104971.2,0.041821033,5.2818604,2.330840528992321e-09,Other Genes
AC104971.3,0.49223903,4.4828115,1.3409829461452293e-07,Other Genes
AC104982.2,0.5491175,2.1222348,7.96936557770391e-09,Other Genes
AC104984.1,2.3517783,4.2547097,4.003775002216938e-08,Other Genes
AC104984.2,0.66006774,2.9522007,5.075141623755102e-09,Other Genes
AC104984.3,-0.13025518,2.1112523,3.344198038080576e-07,Other Genes
AC104984.4,1.11336,4.3902097,3.2631767404562694e-08,Other Genes
AC104984.5,0.42102706,5.2217665,2.2669122391955727e-07,Other Genes
AC104996.1,0.40053165,3.240957,6.579061487351712e-09,Other Genes
AC105001.1,2.5041115,2.666754,4.184151652941416e-08,Other Genes
AC105020.1,0.92119896,2.7746582,1.2481124242180111e-08,Other Genes
AC105020.2,-0.49386346,4.9328265,2.2631407020505566e-08,Other Genes
AC105020.3,-0.6578882,3.7810485,2.4248952442713462e-08,Other Genes
AC105020.4,-0.21189292,4.7089543,2.330840528992321e-09,Other Genes
AC105020.5,2.207614,3.6008594,6.015210519343728e-08,Other Genes
AC105020.6,-0.84530205,5.206633,2.3617834074112617e-08,Other Genes
AC105046.1,1.0677553,5.4581237,4.907169157468318e-07,Other Genes
AC105046.2,0.6413994,5.405097,9.462393081422515e-08,Other Genes
AC105052.4,1.5993695,6.0644565,5.10768214772018e-07,Other Genes
AC105052.5,-0.39136893,2.4549997,1.439850373928599e-08,Other Genes
AC105053.1,2.231513,4.3257146,6.165602786673551e-09,Other Genes
AC105094.2,2.0895026,4.037103,1.5039226612569776e-09,Other Genes
AC105105.1,2.1957233,3.8109126,1.6357230315253022e-07,Other Genes
AC105105.3,2.358373,2.9724488,2.330840528992321e-09,Other Genes
AC105114.2,0.38631088,4.645319,4.248221424709186e-09,Other Genes
AC105137.2,2.2571204,4.6853113,4.6580525382446555e-08,Other Genes
AC105150.1,2.053292,4.6177373,3.319515082684498e-08,Other Genes
AC105177.1,0.5326358,3.3544357,2.330840528992321e-09,Other Genes
AC105180.1,1.31882,3.0789628,2.3985405886632802e-08,Other Genes
AC105180.2,-0.118538804,4.886005,9.781799665843862e-08,Other Genes
AC105206.1,2.1549814,5.7913833,3.236823016551172e-08,Other Genes
AC105206.2,2.1222906,2.0235476,6.992521586933123e-09,Other Genes
AC105206.3,1.3376275,5.729588,8.796291835468504e-09,Other Genes
AC105219.1,0.7297278,5.0255175,2.688879505672158e-07,Other Genes
AC105219.2,0.3367209,2.5157838,2.330840528992321e-09,Other Genes
AC105227.1,0.30057257,3.073666,2.330840528992321e-09,Other Genes
AC105254.1,3.4116209,5.0677104,2.330840528992321e-09,Other Genes
AC105265.3,0.8893239,2.5637844,2.330840528992321e-09,Other Genes
AC105265.4,1.9763906,4.4799485,2.3158488484575047e-08,Other Genes
AC105275.2,1.2489606,6.361312,4.248221424709186e-09,Other Genes
AC105285.1,1.0526265,1.6155612,5.644138144499329e-07,Other Genes
AC105328.1,0.8035898,2.6774235,1.7142805766149213e-08,Other Genes
AC105339.3,2.1118717,3.058993,1.2444839973665805e-08,Other Genes
AC105339.6,0.5075422,3.2690163,7.17731757579991e-07,Other Genes
AC105345.1,2.4436781,4.2160087,1.0863591385712104e-08,Other Genes
AC105345.2,-0.23077433,4.689818,7.819442718152552e-09,Other Genes
AC105384.1,2.1621442,2.6896935,4.661681057970029e-09,Other Genes
AC105393.1,-0.054313906,4.072527,1.8910267526566374e-08,Other Genes
AC105398.1,-0.44970658,4.375667,6.579061487351712e-09,Other Genes
AC105402.3,-0.4927562,3.2557113,3.195476960130488e-08,Other Genes
AC105402.4,0.9837686,1.5716541,8.64636384843674e-09,Other Genes
AC105411.1,1.9665581,3.2053192,3.868375301015995e-08,Other Genes
AC105415.1,2.766751,2.6483867,9.323362115881605e-09,Other Genes
AC105429.1,-0.74231833,3.2489607,4.0119041379221093e-07,Other Genes
AC105446.1,2.2377062,4.9553213,3.424980450123704e-07,Other Genes
AC105460.1,0.3315791,5.214793,1.439850373928599e-08,Other Genes
AC105460.2,1.4536101,4.710283,2.330840528992321e-09,Other Genes
AC105760.1,0.19862676,3.2068427,2.6879627513187375e-08,Other Genes
AC105916.1,1.8962263,3.0793965,2.4171635339779186e-08,Other Genes
AC105935.1,0.8701578,3.4758008,3.428561106263144e-08,Other Genes
AC105941.1,-1.1998637,3.0440145,4.661681057970029e-09,Other Genes
AC105942.1,1.1475642,5.7312384,1.1731563931795204e-08,Other Genes
AC106028.2,2.5952022,4.4504313,4.936111213682347e-08,Other Genes
AC106028.3,1.8280365,5.450931,6.04882402875502e-08,Other Genes
AC106028.4,0.16837247,4.4865007,6.669202628063645e-07,Other Genes
AC106037.2,-0.017450012,3.3647861,1.9173813614602117e-08,Other Genes
AC106037.3,-0.3793544,3.9791875,1.9737184462011298e-08,Other Genes
AC106038.1,-0.7152784,2.357052,1.1917747804535579e-08,Other Genes
AC106052.1,2.369628,4.547221,6.315523786086475e-09,Other Genes
AC106053.1,2.9010606,2.8448207,5.075141623755102e-09,Other Genes
AC106706.1,-0.206888,5.131953,2.330840528992321e-09,Other Genes
AC106707.1,0.1880587,2.40936,1.8945166222148566e-07,Other Genes
AC106712.1,0.17103343,4.1894546,1.8293234245867582e-07,Other Genes
AC106729.1,-0.40602952,4.247814,6.992521586933123e-09,Other Genes
AC106736.1,1.1825486,3.7784472,1.1654203111194493e-08,Other Genes
AC106738.1,1.6190159,4.1505885,2.330840528992321e-09,Other Genes
AC106739.1,0.64687485,5.7712326,5.003401126898677e-07,Other Genes
AC106743.1,-1.2794466,3.9465346,4.7443731706301945e-08,Other Genes
AC106744.2,0.62886506,4.8425484,2.330840528992321e-09,Other Genes
AC106745.1,0.334779,2.9679687,4.3309133046474633e-08,Other Genes
AC106772.1,1.4133811,4.2664022,4.248221424709186e-09,Other Genes
AC106779.1,-0.5777792,5.3573976,2.7484068366337725e-08,Other Genes
AC106782.5,2.7862477,2.929661,1.876035537860785e-08,Other Genes
AC106791.1,2.8508167,4.4610543,2.8120216542011206e-07,Other Genes
AC106791.2,2.8994799,4.647993,4.248221424709186e-09,Other Genes
AC106793.1,-0.8455015,4.088537,5.075142090134122e-09,Other Genes
AC106795.2,1.6438496,2.8910313,6.350086193944054e-08,Other Genes
AC106795.3,1.0500174,4.0984373,4.661681057970029e-09,Other Genes
AC106795.5,0.6138489,3.3324616,7.11293002555756e-08,Other Genes
AC106798.1,2.5596075,4.325566,2.330840528992321e-09,Other Genes
AC106801.1,1.1122226,2.9040585,2.785647196127702e-08,Other Genes
AC106818.2,2.7113945,3.0325396,9.436038842806831e-08,Other Genes
AC106820.2,2.6759045,3.2643826,4.026500904185309e-08,Other Genes
AC106820.3,1.3939092,5.414456,2.244520827378894e-08,Other Genes
AC106820.4,2.4895792,3.515175,7.41371465054261e-08,Other Genes
AC106820.5,0.5616806,4.741487,1.740634439933954e-08,Other Genes
AC106820.6,1.8614284,3.1654925,4.661681057970029e-09,Other Genes
AC106845.1,1.0496495,5.7346463,7.405983551796803e-09,Other Genes
AC106858.1,0.38049108,3.4424365,6.921191889440036e-08,Other Genes
AC106865.2,1.0003877,5.1925125,2.0733119678757728e-07,Other Genes
AC106870.1,1.1304493,5.9444184,2.797008634694338e-08,Other Genes
AC106872.12,2.6630442,4.200674,9.323362115881605e-09,Other Genes
AC106873.1,2.339339,2.6121235,1.0150283246984131e-08,Other Genes
AC106875.1,0.7559324,5.277511,1.3985043173734727e-08,Other Genes
AC106881.1,0.23112313,2.6735973,2.9135508280043283e-07,Other Genes
AC106882.1,1.3270074,2.617007,9.173448107448542e-09,Other Genes
AC106886.3,0.23144661,3.077899,2.6652402899985654e-08,Other Genes
AC106897.1,0.11660306,4.1633916,2.831100910008917e-08,Other Genes
AC106900.1,1.755018,3.4043686,2.330840528992321e-09,Other Genes
AC107027.1,-0.2080082,4.9413676,2.4512502724550937e-08,Other Genes
AC107027.3,0.52498704,4.220419,7.277844907927801e-08,Other Genes
AC107029.1,1.3940566,5.4747124,1.1155685504513707e-06,Other Genes
AC107031.1,0.185799,1.6458726,4.1346056590197844e-10,Other Genes
AC107032.2,0.6681432,5.8835087,4.661681057970029e-09,Other Genes
AC107032.3,3.3095498,4.2823963,2.5639246284490826e-08,Other Genes
AC107067.1,1.0927045,2.3374746,9.73682268154977e-09,Other Genes
AC107067.2,0.4195123,4.904547,3.894729118696665e-08,Other Genes
AC107068.1,0.6103973,3.06598,1.751588165521088e-06,Other Genes
AC107068.2,1.325162,3.3003016,2.1613572458255687e-08,Other Genes
AC107071.1,-0.07196353,3.596519,2.0073340944676705e-08,Other Genes
AC107072.2,2.067698,2.4761193,2.330840528992321e-09,Other Genes
AC107079.1,1.6381743,4.8158875,1.3985043173734727e-08,Other Genes
AC107081.2,1.2307202,2.6991808,6.21420816010981e-08,Other Genes
AC107081.4,1.8234904,5.6891885,4.4285970048355246e-08,Other Genes
AC107204.1,0.62218475,2.1431618,2.0300566491863967e-08,Other Genes
AC107208.1,-0.5379542,5.822606,1.3868266588106358e-07,Other Genes
AC107214.1,1.4067081,5.532162,8.513392239856673e-07,Other Genes
AC107214.2,2.6026106,5.051279,3.157761660445561e-09,Other Genes
AC107222.2,0.0490827,3.880657,6.579061487351712e-09,Other Genes
AC107223.1,3.1180532,4.195539,1.878118647195371e-07,Other Genes
AC107241.1,2.0680196,2.6659071,4.928380568398986e-08,Other Genes
AC107294.1,3.0383441,5.2047095,4.248221424709186e-09,Other Genes
AC107294.2,0.95754874,5.4314265,1.7969725963207744e-08,Other Genes
AC107294.3,2.2009642,4.4316673,2.330840528992321e-09,Other Genes
AC107308.1,0.4265825,4.615978,1.8646724231529398e-08,Other Genes
AC107373.2,-0.53861964,5.364313,2.1654565823931822e-08,Other Genes
AC107375.1,2.042319,5.234782,9.172033931512359e-08,Other Genes
AC107398.2,-0.85363686,4.4866915,8.269211315701463e-10,Other Genes
AC107398.3,-0.3252096,5.6233306,4.067846821230052e-08,Other Genes
AC107398.4,0.45242465,3.5572336,7.819442718152552e-09,Other Genes
AC107398.5,3.0932724,5.217165,3.345868900087519e-08,Other Genes
AC107419.1,2.422524,4.8771334,6.015690640731641e-09,Other Genes
AC107463.1,-0.34949857,2.931371,3.0864310298437193e-08,Other Genes
AC107464.1,2.1624959,3.3364277,1.672934426813218e-08,Other Genes
AC107464.2,-0.40623072,2.400947,4.661681057970029e-09,Other Genes
AC107464.3,0.43569836,4.877745,6.487833969128811e-07,Other Genes
AC107871.2,1.7209736,4.616647,6.767172360073812e-08,Other Genes
AC107884.1,-0.0009877909,4.925213,1.6833589273861123e-08,Other Genes
AC107886.1,1.4352211,2.4802985,4.661681057970029e-09,Other Genes
AC107896.1,0.26270005,2.0271385,4.248221424709186e-09,Other Genes
AC107909.1,2.4679172,3.3953276,3.071438790728146e-08,Other Genes
AC107909.2,3.148627,4.5437775,5.075141623755102e-09,Other Genes
AC107918.6,-1.419329,4.309923,1.1654203577573514e-08,Other Genes
AC107926.1,0.8401801,4.2092953,7.1424467810684105e-09,Other Genes
AC107952.2,-0.34962204,3.1311762,1.2301223643075403e-07,Other Genes
AC107953.2,2.4439218,2.0814784,2.330840528992321e-09,Other Genes
AC107958.2,1.2695371,3.981702,1.533905089273384e-08,Other Genes
AC107958.3,1.8239375,5.8230577,2.330840528992321e-09,Other Genes
AC107959.1,0.85537404,2.162817,1.1070789904518672e-07,Other Genes
AC107959.2,3.4014819,3.0625594,1.9060184796963753e-08,Other Genes
AC107982.2,2.6398816,3.0414734,2.5639245818111806e-08,Other Genes
AC107982.3,0.64904994,5.3799725,4.5598971361332176e-08,Other Genes
AC107993.1,2.5113688,3.0242794,5.288878443026287e-07,Other Genes
AC108002.1,0.5955652,5.32071,6.579061487351712e-09,Other Genes
AC108019.2,0.04897581,3.1103547,4.1346056590197844e-10,Other Genes
AC108021.1,1.9238216,4.148541,9.323362582260625e-09,Other Genes
AC108025.1,-1.1987019,2.8027325,1.2744664273952195e-08,Other Genes
AC108047.1,1.4400069,4.561254,8.242076301218389e-08,Other Genes
AC108052.1,0.8467307,3.0444622,4.1346056590197844e-10,Other Genes
AC108053.1,2.2357721,4.2377567,6.157869912853974e-08,Other Genes
AC108058.1,-0.07786125,4.785699,1.2403826297625429e-09,Other Genes
AC108063.1,0.99418205,2.8605227,2.1391025325780718e-08,Other Genes
AC108063.2,2.118623,5.615636,2.330840528992321e-09,Other Genes
AC108066.2,0.27133775,2.0854113,1.7587200297384731e-07,Other Genes
AC108067.1,2.1869168,4.307072,2.7443010948358466e-09,Other Genes
AC108073.3,0.12645647,3.5739663,2.7443010948358466e-09,Other Genes
AC108097.1,0.057282027,2.69714,6.992521586933123e-09,Other Genes
AC108099.1,2.9381273,3.354505,1.5075504336653175e-08,Other Genes
AC108102.1,1.5836822,1.9800012,3.676637351125665e-08,Other Genes
AC108105.1,0.702683,4.388293,1.2661501435234056e-07,Other Genes
AC108125.1,1.290828,6.052719,1.2331205572981772e-08,Other Genes
AC108134.2,0.56141883,4.9521675,1.1786827329954825e-06,Other Genes
AC108134.3,0.632096,4.152836,2.926509027227485e-07,Other Genes
AC108134.4,-1.0324625,2.4924362,2.330840528926562e-08,Other Genes
AC108136.1,0.19283982,3.6980557,1.6315883702639368e-08,Other Genes
AC108159.1,1.7919048,5.896331,6.579061487351712e-09,Other Genes
AC108169.1,0.92781824,5.5679393,2.330840528992321e-09,Other Genes
AC108174.1,0.5470705,5.1230607,2.330840528992321e-09,Other Genes
AC108206.1,0.6115667,4.250347,6.992521586933123e-09,Other Genes
AC108210.1,1.5295459,1.34521,2.142733564977955e-08,Other Genes
AC108448.3,-0.55297035,3.3652918,6.579061487351712e-09,Other Genes
AC108449.1,-0.08307597,3.215559,3.578952906316699e-08,Other Genes
AC108449.2,-0.05931661,3.3103228,8.518695148234175e-08,Other Genes
AC108449.3,0.9892537,5.9852858,5.075141623755102e-09,Other Genes
AC108451.1,0.73181707,2.5273814,1.563888543453691e-08,Other Genes
AC108451.2,1.9323093,3.2900038,1.3985043640113748e-08,Other Genes
AC108457.1,-0.09951295,3.1816597,2.0377912418044595e-08,Other Genes
AC108463.3,1.0716896,1.7153425,3.2822761656220415e-08,Other Genes
AC108471.2,-0.025126504,4.767265,3.79294538120195e-08,Other Genes
AC108471.3,1.4879667,2.6131153,3.538112964267603e-07,Other Genes
AC108477.1,-0.27853045,5.4251547,4.661681057970029e-09,Other Genes
AC108477.2,0.89713514,3.1657472,2.330840528992321e-09,Other Genes
AC108479.3,1.2138492,4.5537357,6.05292903051473e-08,Other Genes
AC108488.1,0.23909819,2.575642,1.382061911066002e-07,Other Genes
AC108488.3,0.5048864,2.5603497,2.7469952721453684e-08,Other Genes
AC108519.1,3.4104974,3.9210331,2.1081806047727247e-08,Other Genes
AC108667.2,1.2299129,2.5076632,6.992522053312143e-09,Other Genes
AC108673.2,-0.8130632,4.0691547,5.612418127867821e-07,Other Genes
AC108673.3,2.6132574,5.556924,6.106678756729015e-07,Other Genes
AC108676.1,2.6085835,2.5258873,3.0439957733361144e-07,Other Genes
AC108690.1,0.1042794,3.5171566,5.752144085761578e-09,Other Genes
AC108693.2,-0.6964147,4.0736704,2.4512499459897798e-08,Other Genes
AC108704.1,0.15024401,3.5638993,6.315523319707455e-09,Other Genes
AC108718.1,1.9445853,5.3793283,2.5228949307986245e-07,Other Genes
AC108721.2,1.7952132,5.1604342,1.5039231276359976e-09,Other Genes
AC108727.1,1.1845393,4.6147714,4.7443731706301945e-08,Other Genes
AC108734.4,2.1746774,4.9271812,2.330840528992321e-09,Other Genes
AC108749.1,1.1889839,4.55903,2.3571947652099853e-08,Other Genes
AC108751.4,0.8223954,5.377144,2.330840528992321e-09,Other Genes
AC108860.2,0.14247732,3.9176064,7.492778566480861e-08,Other Genes
AC108863.2,2.6567705,2.4523392,1.0813977470691286e-06,Other Genes
AC108868.1,1.1542475,3.5467613,3.834762723972571e-09,Other Genes
AC108879.1,0.17284802,3.4375849,1.471838281079876e-07,Other Genes
AC108925.1,2.2805955,6.044213,1.5236787040887446e-07,Other Genes
AC108935.1,1.1376007,4.7403975,2.274502978319545e-08,Other Genes
AC109129.1,-0.07300278,4.839901,2.330840528992321e-09,Other Genes
AC109133.1,1.0046605,3.32057,9.323362115881605e-09,Other Genes
AC109322.1,1.244352,2.7876463,2.1695651100338152e-08,Other Genes
AC109322.2,1.7284747,5.11398,3.1255889748725165e-08,Other Genes
AC109347.1,-1.3532879,3.3103056,2.4262996559698144e-07,Other Genes
AC109347.2,-0.79333156,3.1477582,1.0138922212060755e-07,Other Genes
AC109361.1,1.7697839,3.99254,3.018731528775435e-08,Other Genes
AC109439.2,3.2187777,4.1003623,4.1346056590197844e-10,Other Genes
AC109446.3,0.16082416,5.9482856,7.67994493769011e-08,Other Genes
AC109449.1,-0.46400213,3.6591911,8.985337968257414e-08,Other Genes
AC109454.2,2.4805079,4.092383,1.7697989768420564e-07,Other Genes
AC109454.3,2.6332457,2.7034948,2.330840528992321e-09,Other Genes
AC109460.1,-0.873259,3.9929962,5.674833488679459e-09,Other Genes
AC109460.2,1.1355859,2.2598042,2.297592812283349e-07,Other Genes
AC109460.4,1.9218445,3.8721817,7.20698520564177e-08,Other Genes
AC109464.1,0.5164547,3.5978885,4.661681057970029e-09,Other Genes
AC109466.1,1.1899743,5.479417,4.552635174202795e-08,Other Genes
AC109492.1,0.67750794,4.8839025,1.0413824211236603e-08,Other Genes
AC109587.1,-0.5026778,5.145256,1.201495579917858e-07,Other Genes
AC109597.1,1.4404508,5.514046,1.958727231674159e-08,Other Genes
AC109597.2,3.4034019,4.563792,8.808590863675015e-08,Other Genes
AC109630.1,1.6727263,4.5795794,1.1518803453716126e-07,Other Genes
AC109635.7,2.2911096,3.6526964,4.661681057970029e-09,Other Genes
AC109642.1,0.6661678,3.5033205,9.323362115881605e-09,Other Genes
AC109809.1,1.4753882,3.2787054,2.5943866203598695e-09,Other Genes
AC109811.1,1.6157537,2.5240197,4.248221424709186e-09,Other Genes
AC109824.1,-1.0845993,4.5116625,2.330840528992321e-09,Other Genes
AC109925.2,0.09532365,4.009162,3.3872149565491205e-08,Other Genes
AC109927.1,2.2657132,4.093033,1.1654202644815474e-08,Other Genes
AC109992.2,-0.6151489,5.0209846,1.569159323347944e-07,Other Genes
AC110011.1,2.4897308,3.2968876,3.030092687576034e-08,Other Genes
AC110015.1,0.75105774,4.385951,6.579061487351712e-09,Other Genes
AC110048.2,2.5338466,3.8154976,2.2631407020505566e-08,Other Genes
AC110285.1,0.11618086,5.305148,1.6538422622050502e-09,Other Genes
AC110285.2,2.3562706,4.970639,1.172238163468402e-07,Other Genes
AC110285.4,1.339437,4.633696,6.992521586933123e-09,Other Genes
AC110285.5,-0.59067017,3.034446,1.571431617038492e-07,Other Genes
AC110491.2,2.172832,3.3955202,1.9173813620520445e-09,Other Genes
AC110491.3,2.3176908,3.1680436,1.8796647092089077e-08,Other Genes
AC110597.3,1.143843,3.8334432,6.579061487351712e-09,Other Genes
AC110609.1,-0.20523065,2.785604,7.405982152659743e-09,Other Genes
AC110611.1,1.4381092,5.570665,8.322857830840183e-08,Other Genes
AC110611.2,0.59153175,5.453168,5.532268214932737e-07,Other Genes
AC110615.1,1.726594,4.2363987,3.6952605220426636e-08,Other Genes
AC110619.1,1.9784924,2.0136292,1.1654202644815474e-08,Other Genes
AC110620.2,0.5687276,5.3784313,9.137178732667503e-09,Other Genes
AC110716.2,2.600883,5.2560563,4.1346056590197844e-10,Other Genes
AC110741.1,1.4498092,4.5308914,1.8210542227435998e-07,Other Genes
AC110760.1,1.7785621,3.3746789,2.330840528992321e-09,Other Genes
AC110760.2,-0.4477582,4.648398,6.992521586933123e-09,Other Genes
AC110769.1,-0.118457265,4.762489,1.3835128233215829e-08,Other Genes
AC110769.2,0.7725098,3.7149882,9.919788713947084e-07,Other Genes
AC110790.1,-0.045021858,2.0626001,2.330840528992321e-09,Other Genes
AC110792.2,1.6247323,4.6015873,3.790227787296373e-07,Other Genes
AC110792.3,3.0428152,3.6795104,1.5679955857191583e-08,Other Genes
AC110792.4,0.25813684,2.6343808,1.2067663298374494e-07,Other Genes
AC110795.1,1.2823226,5.1684556,1.082728291203167e-08,Other Genes
AC110809.1,1.5232224,5.8480725,4.661681057970029e-09,Other Genes
AC110813.1,3.3767629,3.3279421,9.819514836200857e-08,Other Genes
AC110921.1,1.1839135,5.1183567,1.0401990639091357e-07,Other Genes
AC110926.2,-0.59926957,4.103878,6.579061487351712e-09,Other Genes
AC110995.1,1.9950093,4.2209935,3.965572808251868e-07,Other Genes
AC111000.4,0.9538222,3.334312,2.760207688584216e-07,Other Genes
AC111006.1,-0.3652508,4.6876683,7.819442718152552e-09,Other Genes
AC111170.1,1.9292954,2.6958113,3.3758534238474267e-08,Other Genes
AC111170.2,0.46396685,3.9818358,2.12411071229614e-08,Other Genes
AC111182.1,-0.3611143,2.8670287,9.614224167676644e-08,Other Genes
AC111182.2,-0.8432016,5.1647687,4.661681057970029e-09,Other Genes
AC111197.1,1.3661371,2.3786445,6.992522053312143e-09,Other Genes
AC112172.2,0.5878781,2.8649614,4.248221424709186e-09,Other Genes
AC112176.1,-0.42794916,5.1556168,6.579061487351712e-09,Other Genes
AC112178.1,-0.8828474,4.0620556,5.13921181263362e-08,Other Genes
AC112187.3,-1.039565,3.6107233,3.782053411860651e-08,Other Genes
AC112206.2,-0.41280922,3.0101972,1.740634439933954e-08,Other Genes
AC112220.2,1.4428122,5.4587536,2.7863740257340357e-07,Other Genes
AC112236.1,2.1123397,5.3277445,2.330840528992321e-09,Other Genes
AC112236.2,1.7429628,5.5542154,1.23007472578664e-07,Other Genes
AC112236.3,3.636562,4.0333033,2.330840528992321e-09,Other Genes
AC112250.2,1.4698429,3.7249856,4.09782915845343e-08,Other Genes
AC112253.1,0.045310274,2.9235082,3.2068390034554674e-08,Other Genes
AC112254.1,2.1950262,5.2213016,4.1346056590197844e-10,Other Genes
AC112484.1,1.665771,3.8141956,1.2481124242180111e-08,Other Genes
AC112484.3,0.90529084,2.7506099,2.207576078910806e-07,Other Genes
AC112484.5,-0.64752686,4.4117427,5.947509994060939e-08,Other Genes
AC112487.1,1.6834337,5.4301586,2.330840528926562e-08,Other Genes
AC112491.1,3.2518892,5.0707603,1.1654202644815474e-08,Other Genes
AC112496.1,-0.93571436,4.2349577,1.4338255908981383e-06,Other Genes
AC112503.1,-1.1209552,4.407885,3.409940765855442e-08,Other Genes
AC112503.2,-0.11167056,5.4953756,1.368521608324069e-08,Other Genes
AC112512.1,-1.6354914,3.9867978,2.992377523904561e-08,Other Genes
AC112715.1,2.2103543,3.4624074,2.330840528992321e-09,Other Genes
AC112719.2,1.6075305,3.9551234,1.94736453621643e-08,Other Genes
AC112721.1,-0.4842582,4.20602,1.9060185263342774e-08,Other Genes
AC112721.2,1.6194018,5.575951,1.2481123775801092e-08,Other Genes
AC112722.1,1.7296202,4.5850973,8.269211315701463e-10,Other Genes
AC112907.1,0.4982139,3.1824439,5.488602655685385e-09,Other Genes
AC112907.3,0.78867215,4.9784737,2.69990991335057e-07,Other Genes
AC113133.1,0.39729458,2.8576548,1.8646724231529398e-08,Other Genes
AC113137.1,1.3592521,2.1925824,6.315523319707455e-09,Other Genes
AC113139.1,1.3295381,4.072558,1.2403826297625429e-09,Other Genes
AC113143.1,1.5827917,4.6151986,7.819442718152552e-09,Other Genes
