gene,pca_1,pca_2,importance,category
AL139232.1,0.99280345,0.06417764,2.330840528992321e-09,Other Genes
AL139234.1,0.4068196,2.2991025,3.7593294636513925e-08,Other Genes
AL139241.1,-0.5748198,1.0054402,8.232903283411554e-09,Other Genes
AL139243.1,-0.7356915,-0.47728783,1.3988674292578761e-07,Other Genes
AL139246.1,0.34448102,0.19302885,1.672934426813218e-08,Other Genes
AL139246.3,-0.80497825,-0.16410491,6.796192643000278e-07,Other Genes
AL139246.4,-1.4080236,1.1897879,2.330840528992321e-09,Other Genes
AL139246.5,-0.4812508,-0.016852694,1.3166102896022445e-07,Other Genes
AL139260.1,-0.16340108,-2.799548,6.215166813249962e-08,Other Genes
AL139274.2,-0.7241326,-0.698857,5.588653205448949e-07,Other Genes
AL139275.1,0.61797553,-1.9783503,4.661681057970029e-09,Other Genes
AL139280.2,0.76846796,-1.5576144,2.330840528992321e-09,Other Genes
AL139286.2,-1.434133,1.2592216,5.225533608299808e-08,Other Genes
AL139286.3,1.0239533,-0.04159846,1.244073307977507e-07,Other Genes
AL139287.1,-1.0396414,-1.5731823,5.075141623755102e-09,Other Genes
AL139288.1,2.2797143,0.17095678,9.73682268154977e-09,Other Genes
AL139289.1,-0.48790374,0.35740948,2.4925958162797162e-08,Other Genes
AL139289.2,0.60956204,0.89587027,2.2767757321678532e-07,Other Genes
AL139289.3,-1.2844628,0.2596832,1.0000365510207729e-08,Other Genes
AL139300.2,-1.5330857,-0.40140995,1.755626539841637e-08,Other Genes
AL139316.1,0.69860655,0.17797315,1.1654202644815474e-08,Other Genes
AL139317.1,0.032166675,-1.6256013,1.9173813620520445e-09,Other Genes
AL139317.3,0.06575151,1.1652874,2.5344220856149195e-08,Other Genes
AL139317.5,-0.93993056,-0.79852355,2.0702666715740194e-07,Other Genes
AL139330.1,0.13353135,-1.5758017,4.616516665436537e-07,Other Genes
AL139339.1,-0.04489778,0.47840205,7.1424477138264505e-09,Other Genes
AL139339.2,1.5003033,0.7783792,1.0263913463759545e-08,Other Genes
AL139340.1,-0.5741838,1.0140383,2.330840528992321e-09,Other Genes
AL139349.1,-1.4890604,-0.4383284,4.661681057970029e-09,Other Genes
AL139351.2,2.29001,1.7966273,2.6052706849749823e-08,Other Genes
AL139351.3,0.60405874,-0.72640985,6.992521586933123e-09,Other Genes
AL139353.2,0.53228533,1.8582075,9.533254407312519e-08,Other Genes
AL139383.1,-0.36678928,0.7513913,5.157834200222372e-08,Other Genes
AL139384.1,-0.045219004,-1.3684456,6.035568877911185e-07,Other Genes
AL139384.2,0.8435799,-0.6990955,7.555905946313561e-09,Other Genes
AL139385.1,2.8458462,0.8839419,6.116523716659869e-08,Other Genes
AL139390.1,-0.40997937,-1.4917727,1.439850373928599e-08,Other Genes
AL139393.1,-0.5759306,-0.627601,1.4811964304603441e-08,Other Genes
AL139393.2,1.4126921,-1.1212382,9.323363515018665e-09,Other Genes
AL139393.3,2.669951,-0.43892026,4.1120011012133795e-07,Other Genes
AL139397.1,0.058145877,0.5880696,2.8533469770014785e-08,Other Genes
AL139398.1,1.2708824,0.2829733,2.7443010948358466e-09,Other Genes
AL139405.1,2.1867619,-0.53122365,1.0563743812184672e-08,Other Genes
AL139407.1,1.411603,-1.9916507,2.251873054356622e-07,Other Genes
AL139420.1,-0.808367,0.33118317,2.330840528992321e-09,Other Genes
AL139423.1,-1.1624181,-2.2058163,1.448119607788754e-07,Other Genes
AL139423.2,0.15869851,0.91493905,2.8006395739134025e-08,Other Genes
AL139424.1,0.31675565,-0.09337222,1.2481123775801092e-08,Other Genes
AL139424.2,-0.5763871,1.4232128,1.0654644844522217e-07,Other Genes
AL139424.3,-1.4073684,-0.57299733,3.684851221959585e-08,Other Genes
AL139801.1,0.09905693,1.5012535,2.3090313979311587e-07,Other Genes
AL139807.1,-0.42701063,-0.5805462,4.248221424709186e-09,Other Genes
AL139815.1,1.7851465,0.08878977,6.579061487351712e-09,Other Genes
AL157369.1,0.35597104,-0.76490176,1.1781871933016547e-07,Other Genes
AL157371.2,-1.0717536,-0.51696604,2.330840528992321e-09,Other Genes
AL157373.2,0.9809432,-0.133021,1.7075105408391704e-07,Other Genes
AL157385.2,0.43072197,1.854856,4.661681057970029e-09,Other Genes
AL157388.1,-0.37952703,-0.025963807,1.9060185263342774e-08,Other Genes
AL157392.3,-0.021300348,-0.10224149,8.073045787650066e-07,Other Genes
AL157392.4,0.93052024,-1.8291378,1.759257478395801e-08,Other Genes
AL157394.3,-1.0686659,0.19906485,1.5277453679000184e-06,Other Genes
AL157395.1,-0.65287256,-0.7568618,1.3721506869663003e-08,Other Genes
AL157396.1,1.0819473,0.102164395,5.075141623755102e-09,Other Genes
AL157400.1,-0.10885094,1.1308116,2.330840528992321e-09,Other Genes
AL157400.2,1.360562,-0.5347094,1.3985043173734727e-08,Other Genes
AL157400.3,0.12919,-1.1534215,1.0263432035808948e-07,Other Genes
AL157400.4,-0.32574838,0.9199879,2.3158488950954068e-08,Other Genes
AL157402.1,-0.8245761,-0.8952739,1.766989142207688e-08,Other Genes
AL157402.2,-0.29626846,-1.065635,3.9263067048275667e-07,Other Genes
AL157414.1,1.0762665,1.3843055,6.992521586933123e-09,Other Genes
AL157700.1,-1.2480347,0.21190087,1.9060185729721795e-08,Other Genes
AL157703.1,-1.7069275,-0.4869447,6.579061487351712e-09,Other Genes
AL157756.1,-0.4551933,0.06645752,2.9510314677235325e-08,Other Genes
AL157762.1,0.5153859,-0.32075202,2.435787027630948e-08,Other Genes
AL157769.1,-2.2115588,-0.89010054,2.6052706383370802e-08,Other Genes
AL157778.1,-0.004563482,-0.467251,4.661681057970029e-09,Other Genes
AL157786.1,0.394024,2.0656748,4.269479211780222e-07,Other Genes
AL157813.1,-3.2614212,-0.42532742,2.713639004592266e-07,Other Genes
AL157813.2,-1.178411,-0.21426883,1.4443953633576365e-07,Other Genes
AL157823.2,1.3128254,-0.9509705,2.8383546912143932e-08,Other Genes
AL157827.2,-0.5927757,-1.3771293,1.8496808825303685e-08,Other Genes
AL157829.1,-1.251417,-1.2367016,1.082728291203167e-08,Other Genes
AL157831.2,-1.0441551,-0.6718625,2.330840528992321e-09,Other Genes
AL157831.3,0.3733129,-0.14795424,4.248221424709186e-09,Other Genes
AL157832.2,-0.17461608,1.6424487,8.082984148506396e-09,Other Genes
AL157834.1,-1.4313371,1.1181151,6.774430052024097e-08,Other Genes
AL157834.2,-0.73985565,-1.2961237,1.0413824211236603e-08,Other Genes
AL157838.1,0.07625686,0.024329355,2.2203905968866566e-07,Other Genes
AL157871.1,-1.4722235,-0.65680426,1.9173813620520445e-09,Other Genes
AL157871.2,-1.4389023,0.45481884,1.3094053016369433e-07,Other Genes
AL157871.4,-0.21971731,1.169189,1.2067663210425188e-08,Other Genes
AL157871.5,1.5329267,0.20530213,2.849717386672122e-08,Other Genes
AL157871.6,-0.048196778,0.36886773,1.740634439933954e-08,Other Genes
AL157884.2,1.8231113,-0.17146929,2.12411071229614e-08,Other Genes
AL157886.1,0.36983073,-0.67475927,5.075141623755102e-09,Other Genes
AL157888.1,0.26207185,-0.42767066,3.834762723972571e-09,Other Genes
AL157893.2,0.7398785,2.2723145,1.4317249112426546e-07,Other Genes
AL157895.1,0.31837702,1.3733683,4.3236722969079446e-08,Other Genes
AL157902.1,0.18560566,0.3367368,1.563888543453691e-08,Other Genes
AL157904.1,-0.08227615,-1.2622896,9.594162447709728e-08,Other Genes
AL157911.1,-1.1508731,-0.3996627,9.323362582260625e-09,Other Genes
AL157912.1,1.023729,-0.04724475,7.292369635578231e-09,Other Genes
AL157931.1,0.10754241,-0.07416556,9.323362582260625e-09,Other Genes
AL157932.1,0.5190883,-1.7837015,4.1346056590197844e-10,Other Genes
AL157935.1,-1.8902353,1.4804313,1.474884611324847e-07,Other Genes
AL157936.1,0.026871992,1.4181998,1.188050999398018e-07,Other Genes
AL157937.1,-0.82487965,-0.43619072,1.5039226612569776e-09,Other Genes
AL157938.2,-0.28782874,-0.16623792,1.392823598466444e-07,Other Genes
AL157938.3,-0.15588439,-1.5163803,2.4837390472663113e-06,Other Genes
AL157938.4,2.4585814,-1.3114337,5.2632491898404535e-08,Other Genes
AL157955.1,0.3634607,2.0761065,2.2367869312021434e-08,Other Genes
AL157997.1,0.2303188,0.7215191,5.3759255485023404e-08,Other Genes
AL158011.1,-0.8336635,-0.5233098,5.075141623755102e-09,Other Genes
AL158013.1,1.0858082,2.6044636,4.003775002216938e-08,Other Genes
AL158055.1,-0.09080263,-1.7566847,8.484611225945393e-08,Other Genes
AL158063.1,1.7389519,-1.9112345,1.1804127371899532e-08,Other Genes
AL158064.1,-0.51320237,-0.8559985,4.661681057970029e-09,Other Genes
AL158068.2,-1.7146754,0.48469985,8.496442849359918e-09,Other Genes
AL158070.1,0.8002902,-0.22523117,1.6429518580136228e-08,Other Genes
AL158071.1,0.17574413,-0.20068614,5.752144085761578e-09,Other Genes
AL158071.3,0.7823587,-0.39211202,8.950984043192602e-09,Other Genes
AL158071.4,1.0118225,-0.3840516,8.830840657675272e-08,Other Genes
AL158071.5,1.5251169,0.20181453,7.082947594386174e-08,Other Genes
AL158077.2,0.8930305,-0.3430311,2.330840528992321e-09,Other Genes
AL158136.1,-0.7097536,-0.2905729,2.674422874743329e-07,Other Genes
AL158141.1,-0.26088688,1.1832459,2.330840528992321e-09,Other Genes
AL158151.1,2.5336533,-0.42843458,7.191994129213548e-08,Other Genes
AL158151.3,-1.0100968,0.6414031,9.289750093289258e-08,Other Genes
AL158151.4,-0.30546346,-0.50205964,1.0511507257899282e-07,Other Genes
AL158152.1,0.98227483,-0.72036517,8.394646898086331e-07,Other Genes
AL158154.3,0.16296674,1.8953812,4.908153220118192e-10,Other Genes
AL158163.1,-1.2008628,-0.45650458,1.1999026720015436e-07,Other Genes
AL158163.2,1.1378645,0.90895855,7.349175052941623e-08,Other Genes
AL158166.1,1.550017,0.9497647,3.4213040230021464e-09,Other Genes
AL158166.2,0.8638617,3.1851103,5.338685384615797e-09,Other Genes
AL158167.1,-1.0962669,-1.0120056,3.157761660445561e-09,Other Genes
AL158168.1,0.23163942,0.49038386,4.661681197620698e-08,Other Genes
AL158175.1,-1.3737085,1.6254787,2.330840528992321e-09,Other Genes
AL158195.1,-0.9269241,0.44803956,1.9173813620520445e-09,Other Genes
AL158196.1,1.9968448,0.09672613,6.82350902696748e-08,Other Genes
AL158198.1,1.2824311,0.8282687,2.0677737205548367e-08,Other Genes
AL158198.2,0.51243633,0.31618035,3.1505020115957986e-08,Other Genes
AL158206.1,-0.377948,-0.61606693,6.978010273521128e-08,Other Genes
AL158207.2,-0.3308728,-0.5853887,2.7033021049633924e-09,Other Genes
AL158211.1,-0.6616205,0.17094816,4.124184093666788e-08,Other Genes
AL158211.2,-0.4184119,-1.2734479,3.169123189171015e-08,Other Genes
AL158211.3,1.7390002,-0.7223693,1.6319514726402875e-07,Other Genes
AL158211.4,-1.4305747,-0.9661819,9.405527450276046e-10,Other Genes
AL158212.1,-1.1082624,1.0509963,4.248221424709186e-09,Other Genes
AL158212.2,0.8534242,0.06507896,1.275414929601234e-06,Other Genes
AL158212.3,-1.0490601,-1.1049064,2.98548131518659e-07,Other Genes
AL158212.5,-0.1800117,1.066478,3.857013813417821e-08,Other Genes
AL158214.2,1.4506705,0.5562782,1.784568804237088e-07,Other Genes
AL158800.1,0.4392726,0.44935733,2.330840528992321e-09,Other Genes
AL158801.2,0.55457294,-0.33217812,1.0571474631563388e-07,Other Genes
AL158801.3,-1.2609216,0.36888754,1.0904639602280994e-09,Other Genes
AL158817.1,1.3144883,0.27605906,1.2744664273952195e-08,Other Genes
AL158825.2,-1.0841777,0.8618265,5.7257894732974066e-08,Other Genes
AL158828.1,0.30869144,-0.11835899,1.740634439933954e-08,Other Genes
AL158832.1,1.8837014,0.70129645,1.2744664273952195e-08,Other Genes
AL158832.2,1.2249233,0.05716843,1.3771055708606256e-07,Other Genes
AL158834.1,-0.092521206,-0.99793535,2.413532641966671e-08,Other Genes
AL158834.2,-0.7193257,-0.17966697,2.3194790438447738e-08,Other Genes
AL158835.1,1.2690976,1.4384577,5.992485547678385e-08,Other Genes
AL158835.2,-0.55732155,0.12713993,9.688217581305088e-08,Other Genes
AL158840.1,0.19095065,1.4378109,4.661681057970029e-09,Other Genes
AL158847.1,0.5368355,0.058978803,2.330840528992321e-09,Other Genes
AL159166.1,0.9759884,-0.6496488,2.097756476040481e-08,Other Genes
AL159169.2,-3.9596221,0.170056,6.128365150423926e-08,Other Genes
AL159169.3,0.41395426,0.7764635,2.7706549574826727e-08,Other Genes
AL159174.1,0.9977797,-0.654454,2.330840528992321e-09,Other Genes
AL159972.1,-1.2381414,2.1381958,5.951139584580265e-08,Other Genes
AL160006.1,0.056773856,0.9649903,9.260249428697788e-08,Other Genes
AL160163.1,-0.15167066,-1.66486,1.8496808358924664e-08,Other Genes
AL160171.1,-0.7109709,-0.08796125,2.1477348726658756e-07,Other Genes
AL160191.1,-1.835299,0.08503458,2.330840528992321e-09,Other Genes
AL160262.1,0.048637375,-1.9148405,6.165602786673551e-09,Other Genes
AL160269.1,1.3738434,1.5674396,4.661681057970029e-09,Other Genes
AL160272.1,-0.82664734,0.1250692,4.6121380460245604e-08,Other Genes
AL160286.2,-1.1860988,-0.347677,1.082728291203167e-08,Other Genes
AL160286.3,-0.05652152,-0.41950798,6.579061487351712e-09,Other Genes
AL160291.1,-1.013262,-2.5349844,4.909757536109737e-08,Other Genes
AL160313.1,0.17771737,-1.1728332,5.752144453538296e-08,Other Genes
AL160313.2,-0.6455238,0.47032323,2.330840528992321e-09,Other Genes
AL160314.2,-0.8560399,0.34767932,9.710944640014718e-08,Other Genes
AL160391.1,-0.5257462,0.6397674,2.330840528992321e-09,Other Genes
AL160396.1,0.052999698,0.41982597,2.330840528992321e-09,Other Genes
AL160396.2,-0.16283809,-1.0830979,4.961527708150281e-09,Other Genes
AL160400.1,-1.0691819,-1.5745304,9.214316277641675e-08,Other Genes
AL160408.1,1.579603,0.048338063,4.195512951962596e-08,Other Genes
AL160408.2,-1.3832933,-0.48111233,1.636039185363049e-07,Other Genes
AL160408.3,-0.26039383,-0.047881942,2.3458330014669158e-08,Other Genes
AL160410.1,-0.6739035,-1.055677,1.3158122974688812e-08,Other Genes
AL160412.1,-0.32459295,0.7574264,4.673043566858614e-08,Other Genes
AL161421.1,1.2307498,0.13857853,9.912245399290432e-07,Other Genes
AL161430.1,-1.2507355,1.2681562,4.661681057970029e-09,Other Genes
AL161431.1,2.5489159,0.14153057,1.5075504336653175e-08,Other Genes
AL161443.1,-1.6162028,0.6686219,4.0673751629561785e-08,Other Genes
AL161449.2,0.7205206,-0.6425978,1.9173813620520445e-09,Other Genes
AL161452.1,-1.4519928,1.6119589,1.740634439933954e-08,Other Genes
AL161457.1,-2.4610283,0.20081615,9.323362115881605e-09,Other Genes
AL161457.2,-0.48375678,-0.22333065,5.608159342895508e-07,Other Genes
AL161618.1,-0.8178525,0.4766029,1.947364582854332e-08,Other Genes
AL161629.1,3.5246024,-0.66456366,6.334615624112426e-08,Other Genes
AL161630.1,0.24674006,-0.56658214,1.9173813620520445e-09,Other Genes
AL161640.3,1.1396732,0.7922871,1.9173813620520445e-09,Other Genes
AL161644.1,-0.07076369,0.7412183,7.721758920854194e-08,Other Genes
AL161645.1,-1.6551065,-0.2217794,4.661681057970029e-09,Other Genes
AL161662.1,-1.3710861,-0.5484298,1.0751851140550438e-07,Other Genes
AL161665.1,0.028204275,2.07008,4.050344937768661e-07,Other Genes
AL161665.2,0.38940775,1.5019796,8.346533968407253e-09,Other Genes
AL161668.1,-0.90466905,-1.3347566,6.579061487351712e-09,Other Genes
AL161668.2,-0.28043142,-0.44024807,4.661681057970029e-09,Other Genes
AL161668.3,1.3925006,-0.20665312,8.943517057845843e-08,Other Genes
AL161669.1,1.4642091,0.11330903,2.330840528992321e-09,Other Genes
AL161669.3,-1.2167627,0.24792954,1.9173813620520445e-09,Other Genes
AL161714.1,-0.54259145,0.6644975,3.157761660445561e-09,Other Genes
AL161717.1,0.07633127,0.15124658,4.9474734433134333e-08,Other Genes
AL161719.1,2.3033578,-0.89467925,2.330840528992321e-09,Other Genes
AL161725.1,-0.6880994,-0.59888303,9.973537569512764e-08,Other Genes
AL161725.2,-0.81823605,0.44205213,7.256066746097929e-09,Other Genes
AL161729.1,-0.3908834,0.697165,2.7215787218332356e-08,Other Genes
AL161729.2,0.6183213,1.2872791,4.703027207456088e-08,Other Genes
AL161729.4,0.3556956,0.09255881,3.157761660445561e-09,Other Genes
AL161734.2,-2.1299596,0.044888802,2.330840528992321e-09,Other Genes
AL161747.2,1.0798634,1.0080929,1.5039226612569776e-09,Other Genes
AL161752.1,1.6302824,0.41104707,6.579061487351712e-09,Other Genes
AL161753.1,-0.6665573,0.63292634,1.5039226612569776e-09,Other Genes
AL161756.1,-0.21316206,-0.39359552,1.9087014063005158e-07,Other Genes
AL161756.3,-0.80068755,-1.0131869,3.5712222258214676e-09,Other Genes
AL161757.2,-0.6853019,0.9848866,3.590315275738741e-08,Other Genes
AL161757.5,0.02041225,-2.1999493,4.248221424709186e-09,Other Genes
AL161772.1,1.3586736,-0.83531237,3.4171995266780496e-08,Other Genes
AL161781.2,-1.4710622,-0.040220372,8.035720651305502e-07,Other Genes
AL161785.1,-0.008858902,1.0739597,2.3342021567179638e-07,Other Genes
AL161785.3,0.5950985,-2.158397,3.157761660445561e-09,Other Genes
AL161797.1,0.7116958,0.14411612,6.992521586933123e-09,Other Genes
AL161804.1,-2.8028696,-0.30235332,7.555905479934542e-09,Other Genes
AL161891.1,0.34396613,1.0936103,2.239422501862262e-07,Other Genes
AL161893.1,0.16748346,0.6698588,1.1654204043952533e-08,Other Genes
AL161909.2,-0.6211282,0.083173245,3.157761660445561e-09,Other Genes
AL161910.1,0.8317646,-0.9776056,5.902063221002836e-09,Other Genes
AL161912.1,-0.12753738,2.4424736,2.330840528992321e-09,Other Genes
AL161912.2,0.6036223,-0.80939186,8.496442849359918e-09,Other Genes
AL161935.1,0.6361803,-0.9547798,5.1392116260820124e-08,Other Genes
AL161935.3,0.20456675,0.5343289,4.661681057970029e-09,Other Genes
AL161937.1,-1.7985911,0.5114341,2.330840528992321e-09,Other Genes
AL161938.1,2.1961854,0.68190813,1.3985043173734727e-08,Other Genes
AL162151.1,-1.9726796,0.5310824,5.338685384615797e-09,Other Genes
AL162151.3,-2.1011765,0.79658955,1.082728291203167e-08,Other Genes
AL162171.1,1.5728573,-0.41221583,1.9173813620520445e-09,Other Genes
AL162171.2,1.5022082,-0.41138485,1.3158123441067832e-08,Other Genes
AL162171.3,0.7727651,0.4460225,6.237411776003421e-08,Other Genes
AL162231.1,-0.25533658,-0.1560322,2.164952965071566e-07,Other Genes
AL162231.2,-0.38870925,0.55654144,6.49180171289134e-08,Other Genes
AL162253.1,-0.037935868,2.3305488,2.4698710306749797e-08,Other Genes
AL162253.2,0.74239475,0.6746103,7.583618702499792e-07,Other Genes
AL162258.2,0.85242605,-0.69300103,1.5788809556365788e-07,Other Genes
AL162274.1,-0.07458754,-0.5040426,1.1917746998802435e-07,Other Genes
AL162274.2,-1.070316,-2.0153883,3.3516457074184977e-07,Other Genes
AL162293.1,1.4409155,1.5234659,1.0000365510207729e-08,Other Genes
AL162311.1,-1.5385848,1.4764638,1.0904639602280994e-09,Other Genes
AL162311.3,0.29333675,1.2423383,6.266915843414009e-08,Other Genes
AL162377.1,0.5360525,-0.75897247,1.1493538892253716e-06,Other Genes
AL162384.1,-1.2152957,-1.5138714,2.330840528992321e-09,Other Genes
AL162385.2,0.1733057,0.3097465,9.323362115881605e-09,Other Genes
AL162388.2,0.06559722,0.7597196,5.488602189306365e-09,Other Genes
AL162390.1,-0.4013228,0.26940405,3.507751254257505e-07,Other Genes
AL162391.1,-0.6294142,-1.4708335,1.1917746871777539e-08,Other Genes
AL162394.1,-0.42702448,1.485548,9.323362582260625e-09,Other Genes
AL162411.1,1.1708134,1.526103,1.4248587867353463e-08,Other Genes
AL162412.1,-0.8828218,-0.5321061,2.330840528992321e-09,Other Genes
AL162414.1,0.13884832,0.3189146,1.0270691543787845e-07,Other Genes
AL162419.1,-0.3649462,1.1831362,2.330840528992321e-09,Other Genes
AL162424.1,1.1969476,0.13996741,4.4098812115761086e-07,Other Genes
AL162426.1,-0.68637943,0.35286456,2.0191725191919972e-08,Other Genes
AL162430.2,1.1201952,0.66995865,7.61271247674678e-08,Other Genes
AL162431.1,-0.35589,-0.00092531135,1.2737409263356135e-07,Other Genes
AL162456.1,-0.4726174,-0.29016417,4.060113297531075e-08,Other Genes
AL162457.1,0.51378405,-0.755882,3.5723260038312643e-07,Other Genes
AL162458.1,1.3199909,-1.0199078,3.7945850783042953e-07,Other Genes
AL162493.1,0.35150132,-1.7311774,6.413678006663973e-08,Other Genes
AL162497.1,-0.5556284,-1.3442714,2.5639245818111806e-08,Other Genes
AL162584.1,-1.7174933,0.9159272,9.323362115881605e-09,Other Genes
AL162585.1,-0.18286131,-0.16227812,1.9173813620520445e-09,Other Genes
AL162586.1,0.8219726,1.653183,2.9193279181774166e-07,Other Genes
AL162586.2,0.5308794,-1.0158309,4.224550302364776e-07,Other Genes
AL162591.2,-0.32314447,-1.1652484,6.842608510921997e-09,Other Genes
AL162595.1,-0.497918,0.88781095,2.492185196695518e-07,Other Genes
AL162632.3,-1.7122648,0.77358395,3.157761660445561e-09,Other Genes
AL162713.1,-0.14419247,-0.40856555,1.9173818284310645e-09,Other Genes
AL162713.2,-0.53595626,-0.16803491,4.1346103228099844e-10,Other Genes
AL162718.1,-0.09107514,-1.612473,2.330840528992321e-09,Other Genes
AL162718.3,1.8720624,0.96630627,9.323362115881605e-09,Other Genes
AL162719.1,0.4254539,0.5544106,1.755626633117441e-08,Other Genes
AL162724.1,-0.926782,0.12381563,1.2331206039360791e-08,Other Genes
AL162724.2,0.042751536,-0.97189,1.8646724231529398e-08,Other Genes
AL162725.2,0.4918167,0.8245528,1.5039226612569776e-09,Other Genes
AL162727.1,-0.45986676,0.9042719,2.330840528992321e-09,Other Genes
AL162727.2,0.7711675,2.398058,1.5075504803032196e-08,Other Genes
AL162731.1,-0.36431637,2.2273028,4.661681057970029e-09,Other Genes
AL162734.1,-1.1936425,0.35677898,6.579061487351712e-09,Other Genes
AL162741.1,-1.0425135,-0.39928865,1.0793197289878675e-07,Other Genes
AL163051.1,0.441746,0.41682315,5.2514200728781557e-08,Other Genes
AL163192.1,-0.02803217,0.81118554,5.075141623755102e-09,Other Genes
AL163541.1,0.04842402,-0.32279015,9.886745542109448e-09,Other Genes
AL163636.1,-0.46338248,0.9765871,1.574840193222804e-07,Other Genes
AL163872.1,-0.43381882,0.25499892,6.579061487351712e-09,Other Genes
AL163932.1,1.4342253,1.0737218,4.767098840268312e-08,Other Genes
AL163952.1,-0.37801158,3.07192,1.2067663210425188e-08,Other Genes
AL163953.1,0.77381384,-0.2988799,4.661681524349049e-09,Other Genes
AL163973.2,-0.8401156,1.6297661,1.4811964770982462e-08,Other Genes
AL352979.2,-0.58956563,-0.5882578,1.0150283246984131e-08,Other Genes
AL352979.4,1.4718477,-1.5671031,4.661681057970029e-09,Other Genes
AL353072.2,-0.44173095,0.17944068,4.661681057970029e-09,Other Genes
AL353135.1,-0.4768538,-0.10581284,2.801869457081544e-07,Other Genes
AL353135.2,0.7967966,-0.90488684,3.3572794269325417e-07,Other Genes
AL353147.1,-1.6845675,0.7919181,3.0345904874142025e-07,Other Genes
AL353150.1,1.8416181,2.0067797,1.3008210829755214e-08,Other Genes
AL353151.2,0.3223222,-0.70006293,3.0450850201018525e-08,Other Genes
AL353152.1,-1.8361353,4.376206,4.661681057970029e-09,Other Genes
AL353152.2,-1.7008196,1.430244,1.1710541170530928e-07,Other Genes
AL353194.1,0.017111255,-0.6847172,9.076976303708385e-07,Other Genes
AL353572.4,-0.80693734,2.1653676,6.579061487351712e-09,Other Genes
AL353576.1,0.7602401,0.35162273,1.737006804312104e-08,Other Genes
AL353581.1,-1.2631143,0.88436466,4.661681057970029e-09,Other Genes
AL353593.1,1.6812662,0.24231717,2.0147496759838985e-07,Other Genes
AL353593.2,0.65515184,-0.74333745,1.9173813620520445e-09,Other Genes
AL353593.3,0.255208,-1.0594196,3.124147263156167e-08,Other Genes
AL353595.1,-0.29086524,-1.682245,4.661681057970029e-09,Other Genes
AL353596.1,0.44825405,1.5900655,1.0377547385789533e-08,Other Genes
AL353597.1,-1.3972332,-0.92120194,4.443589523711288e-08,Other Genes
AL353600.1,-0.59974104,-1.0198804,1.973718492839032e-08,Other Genes
AL353600.2,2.1375608,0.18692876,2.330840528992321e-09,Other Genes
AL353604.1,-0.23257531,0.016924148,4.661681057970029e-09,Other Genes
AL353608.1,2.2850697,-0.07860141,2.330840528992321e-09,Other Genes
AL353608.2,1.5915473,0.7867342,4.248221424709186e-09,Other Genes
AL353608.3,0.7310666,0.4196108,8.157942923275385e-08,Other Genes
AL353611.1,-0.6800209,-0.267178,3.060077491768341e-08,Other Genes
AL353613.1,-1.096434,0.13638708,4.661681524349049e-09,Other Genes
AL353622.1,1.1861011,1.8648046,1.188343824553849e-06,Other Genes
AL353622.2,-0.76833797,-0.7656785,8.090242069817542e-08,Other Genes
AL353648.1,1.3747379,0.11280639,9.886745542109448e-09,Other Genes
AL353653.1,0.16550358,-0.8132494,2.330840528992321e-09,Other Genes
AL353660.1,-0.24755384,0.9394477,1.2971437663717032e-06,Other Genes
AL353688.1,0.39357948,0.45835513,6.992521586933123e-09,Other Genes
AL353689.3,-1.4178375,-1.0138783,9.323362115881605e-09,Other Genes
AL353697.1,-0.71923053,0.08699975,1.5225424869687087e-08,Other Genes
AL353699.1,1.5831289,1.4469146,4.661681057970029e-09,Other Genes
AL353704.1,-0.8171037,0.4540774,1.204494045572682e-07,Other Genes
AL353708.1,-0.8696196,-1.300805,3.1710324317784284e-07,Other Genes
AL353708.3,-1.3619204,1.1448934,2.9687175703149316e-08,Other Genes
AL353709.1,-0.5653177,-1.5952909,5.101495439318325e-08,Other Genes
AL353719.1,-0.16651855,0.34661013,4.631965856656688e-07,Other Genes
AL353740.1,1.7483323,1.2265589,2.330840528992321e-09,Other Genes
AL353743.2,0.82052624,0.7521621,6.99205376818975e-08,Other Genes
AL353746.1,-1.2161964,1.1380502,4.9738283784157314e-08,Other Genes
AL353747.4,-0.66815305,-0.9873574,4.248221424709186e-09,Other Genes
AL353748.3,-0.6421223,0.80465704,7.147020802014871e-08,Other Genes
AL353751.1,0.29769355,-0.80420065,3.030092734213936e-08,Other Genes
AL353759.1,-0.43231744,-0.6387782,7.011619522577977e-08,Other Genes
AL353764.1,1.4671174,1.7826616,4.236859055085481e-08,Other Genes
AL353768.1,-1.5397325,0.5992665,1.1390664941884337e-08,Other Genes
AL353768.2,-0.25203,-1.4211354,6.770052589654135e-10,Other Genes
AL353770.3,0.63446134,0.12283058,2.330840528992321e-09,Other Genes
AL353770.4,-1.6300105,-1.7567352,6.992521586933123e-09,Other Genes
AL353771.1,-0.07946293,-0.68480974,2.3871788713126126e-08,Other Genes
AL353784.1,1.7486972,-1.7677206,5.902062754623816e-09,Other Genes
AL353795.2,-0.6050651,2.1700501,2.180448589092281e-08,Other Genes
AL353796.1,0.32231677,-1.5091605,7.495936401329603e-08,Other Genes
AL353796.2,-0.6742361,1.5290568,1.856473093455718e-08,Other Genes
AL353801.1,2.1028137,-0.04746609,6.992521586933123e-09,Other Genes
AL353801.2,-0.86682403,2.7628093,2.330840528992321e-09,Other Genes
AL353801.3,1.3778722,1.0984565,5.368194899935401e-08,Other Genes
AL353803.1,-0.7070812,1.7368326,4.248221424709186e-09,Other Genes
