gene,tsne_1,tsne_2,importance,category
AC084824.3,20.71622,8.441146,8.120226684971082e-08,Other Genes
AC084824.4,-20.033665,-19.933573,1.9860752404947477e-07,Other Genes
AC084824.5,-2.4281013,25.41486,2.8678705932991244e-08,Other Genes
AC084834.1,-6.4825397,19.981398,4.661681057970029e-09,Other Genes
AC084855.1,-23.488878,17.232325,1.6992885698486025e-08,Other Genes
AC084855.2,-0.97021234,19.657818,3.891099854167725e-08,Other Genes
AC084871.1,-0.21296862,-17.287107,2.69287044280682e-07,Other Genes
AC084871.3,41.990685,-22.729206,1.0132386611513466e-06,Other Genes
AC084876.1,-0.8286359,-20.328674,2.4807643246627508e-09,Other Genes
AC087045.2,0.59705395,-14.128275,4.661681057970029e-09,Other Genes
AC087071.1,-7.490527,25.259771,9.658235521153077e-08,Other Genes
AC087071.2,10.603646,24.407946,1.94736453621643e-08,Other Genes
AC087164.1,-20.807695,4.3415656,2.607496142429505e-07,Other Genes
AC087175.1,-5.314689,-23.550442,5.101495485956227e-08,Other Genes
AC087190.1,21.20903,3.2288039,4.462367342405572e-06,Other Genes
AC087190.2,24.367184,2.282919,2.7443010948358466e-09,Other Genes
AC087203.3,-33.85759,3.8014126,3.962428899088206e-08,Other Genes
AC087222.1,-5.4576364,-6.70204,8.740890339553973e-08,Other Genes
AC087239.1,-14.96921,-3.183166,2.301556423251473e-06,Other Genes
AC087241.2,-9.721483,-12.236013,5.567663498357598e-08,Other Genes
AC087257.1,4.432879,30.546785,4.661681057970029e-09,Other Genes
AC087269.1,-10.544163,28.266068,4.5639971710126236e-08,Other Genes
AC087269.3,-28.772722,-31.512777,2.330840528992321e-09,Other Genes
AC087273.2,14.909827,34.62745,2.646616788115403e-08,Other Genes
AC087276.1,4.10517,-33.47609,2.9287813501645205e-08,Other Genes
AC087276.2,4.94747,-24.37069,1.3308045372230487e-08,Other Genes
AC087276.3,9.810555,9.421945,1.3985043173734727e-08,Other Genes
AC087277.1,-26.424898,-17.847063,2.330840528992321e-09,Other Genes
AC087277.2,-7.150042,5.282367,2.7443010948358466e-09,Other Genes
AC087280.2,15.947949,-11.213135,2.330840528992321e-09,Other Genes
AC087284.1,-23.319324,37.258057,3.9185238898654834e-06,Other Genes
AC087286.1,2.4458656,48.746323,6.184223544149625e-08,Other Genes
AC087286.2,3.0546398,-25.548855,2.7466203618645543e-07,Other Genes
AC087286.3,-21.243305,2.5471344,8.969870690640807e-08,Other Genes
AC087286.4,3.7947123,12.389959,9.409685209956337e-08,Other Genes
AC087289.1,-7.350502,-11.405477,1.3985043173734727e-08,Other Genes
AC087289.2,44.49089,3.8555436,2.191811284611385e-08,Other Genes
AC087289.4,-14.000988,-11.474848,2.6993251207407792e-08,Other Genes
AC087289.5,3.8684106,17.702284,5.357304603859441e-08,Other Genes
AC087292.1,-5.7586274,15.927335,1.1875925255037386e-07,Other Genes
AC087294.1,33.22561,5.7737055,1.7256432952001696e-07,Other Genes
AC087301.1,-27.859148,-3.6444554,5.330949715561636e-08,Other Genes
AC087318.1,8.076681,-10.253914,2.097756476040481e-08,Other Genes
AC087354.1,-11.124422,13.540298,1.9323725761216228e-08,Other Genes
AC087362.1,6.0236497,2.8473532,4.676673343359635e-08,Other Genes
AC087362.2,-24.79627,-19.03026,5.740780689336841e-08,Other Genes
AC087386.1,-26.790714,-10.405354,1.1654202644815474e-08,Other Genes
AC087392.1,-6.5734715,36.303516,2.7970087746080443e-08,Other Genes
AC087392.2,-7.590629,-7.927899,2.330840528992321e-09,Other Genes
AC087392.3,14.671643,-14.445002,7.7103971050722e-08,Other Genes
AC087392.4,24.131573,22.086979,4.248221424709186e-09,Other Genes
AC087392.5,39.354088,-16.20515,2.3458328149153078e-08,Other Genes
AC087393.2,12.085344,-5.714187,2.9996391045630097e-08,Other Genes
AC087430.1,15.261506,8.021105,4.248221424709186e-09,Other Genes
AC087439.2,-5.1166377,13.410147,2.330840528992321e-09,Other Genes
AC087457.1,-0.053762864,9.43384,4.1346056590197844e-10,Other Genes
AC087468.2,26.56967,1.7989194,2.330840528992321e-09,Other Genes
AC087473.1,26.205002,15.4447365,2.612532323479626e-08,Other Genes
AC087477.2,-24.348148,-28.243837,1.5075504336653175e-08,Other Genes
AC087482.1,-4.6162696,11.718188,1.5184079352474486e-07,Other Genes
AC087491.1,-15.646198,-7.5872407,3.345868900087519e-08,Other Genes
AC087498.1,32.019657,-27.433922,4.811603920546317e-09,Other Genes
AC087500.1,-16.66102,13.618247,3.6885532296533683e-07,Other Genes
AC087500.2,-40.401173,-8.374411,2.3721865854583064e-08,Other Genes
AC087501.1,19.013542,-14.464593,1.631588416901839e-08,Other Genes
AC087501.2,14.250424,3.9283245,8.269211315701463e-10,Other Genes
AC087501.3,-14.97929,-12.318098,1.2744664273952195e-08,Other Genes
AC087501.4,14.016706,7.185545,2.1489663470848934e-07,Other Genes
AC087516.2,-8.900579,-7.84607,6.579061487351712e-09,Other Genes
AC087521.1,-1.4476246,-14.262327,2.330840528992321e-09,Other Genes
AC087521.2,15.107858,-39.810116,3.2981159272764203e-07,Other Genes
AC087521.3,7.234102,-3.2424557,1.9210107656179016e-08,Other Genes
AC087521.4,34.002457,21.648851,2.1909901059416207e-07,Other Genes
AC087533.1,-29.018984,-11.500743,6.07517770699399e-08,Other Genes
AC087564.1,12.9491005,-9.854566,2.330840528992321e-09,Other Genes
AC087588.2,17.464725,-10.453299,6.992521586933123e-09,Other Genes
AC087588.3,-32.049355,-5.6531944,5.225065417745021e-09,Other Genes
AC087620.1,14.409096,14.149096,5.78938615730125e-08,Other Genes
AC087623.1,-3.6861954,-16.294043,8.496443315738939e-09,Other Genes
AC087623.2,7.193504,23.98151,1.1271043270231402e-06,Other Genes
AC087623.3,-3.2229476,8.984953,3.5712226922004876e-09,Other Genes
AC087639.2,16.92345,18.577953,4.661681057970029e-09,Other Genes
AC087645.2,-18.584642,-26.231588,5.959655556518341e-06,Other Genes
AC087664.2,-0.6772889,-32.765713,2.330840528992321e-09,Other Genes
AC087672.1,24.749943,10.892118,1.3158123441067832e-08,Other Genes
AC087672.2,-10.779447,18.457125,5.432264029381698e-08,Other Genes
AC087683.2,-43.76353,-18.46935,2.443517305909169e-08,Other Genes
AC087683.3,-18.555748,1.046456,2.330840528992321e-09,Other Genes
AC087721.1,7.194451,-33.794876,9.73682268154977e-09,Other Genes
AC087741.1,-29.202204,-18.932034,9.322246119781889e-07,Other Genes
AC087741.2,19.621025,-9.08238,9.57917113933558e-08,Other Genes
AC087742.1,14.620558,-16.038445,5.902062754623816e-09,Other Genes
AC087749.1,43.610912,2.6968558,9.462392568405593e-08,Other Genes
AC087749.2,-26.29323,27.144358,9.73682268154977e-09,Other Genes
AC087752.3,13.358317,23.672827,3.4285610129873406e-08,Other Genes
AC087752.4,-20.550997,5.7844048,3.755230109992227e-08,Other Genes
AC087761.1,-2.3495498,22.139494,1.740634439933954e-08,Other Genes
AC087854.1,11.583481,-3.2816088,4.864359017858906e-07,Other Genes
AC087857.1,0.3625329,2.853401,6.579061487351712e-09,Other Genes
AC087878.1,20.008614,-10.560078,4.015137511429935e-08,Other Genes
AC087893.2,3.8045049,17.824446,1.1281830171246651e-08,Other Genes
AC087897.2,35.57256,8.366656,2.7443010948358466e-09,Other Genes
AC089983.1,47.403645,19.476522,6.165602786673551e-09,Other Genes
AC089984.1,10.795478,-26.63054,1.8048787441428235e-07,Other Genes
AC089985.1,21.880377,10.427373,6.266915983327714e-08,Other Genes
AC089998.1,5.349555,8.117701,7.819442718152552e-09,Other Genes
AC089998.4,25.207315,25.46886,3.676637397763566e-08,Other Genes
AC089999.2,-4.904235,7.7181606,1.6538427285840702e-09,Other Genes
AC090004.2,-25.202904,-8.957807,2.330840528992321e-09,Other Genes
AC090015.1,7.8140016,-9.268223,6.992521586933123e-09,Other Genes
AC090016.1,7.800981,0.50259954,2.330840528992321e-09,Other Genes
AC090018.2,11.879854,-13.352396,2.913316438884773e-08,Other Genes
AC090023.1,-26.03152,-11.801798,2.330840528992321e-09,Other Genes
AC090049.1,-7.142471,-3.2536983,2.330840528992321e-09,Other Genes
AC090061.1,-15.989473,-15.318855,2.3542928795383612e-07,Other Genes
AC090099.1,30.4927,30.157427,6.992521586933123e-09,Other Genes
AC090114.2,24.297338,-1.160076,4.571152620902645e-07,Other Genes
AC090115.1,20.962181,-26.747751,1.1654202644815474e-08,Other Genes
AC090125.2,-18.528177,3.0836916,9.323362115881605e-09,Other Genes
AC090136.3,6.688479,12.594215,9.556446634049256e-08,Other Genes
AC090152.1,21.46507,26.400637,9.17103169246417e-09,Other Genes
AC090155.1,-31.550707,-2.7887418,6.579061487351712e-09,Other Genes
AC090159.1,-1.7057204,50.04129,1.9737184462011298e-08,Other Genes
AC090164.2,21.8675,-6.7985334,2.330840528992321e-09,Other Genes
AC090164.5,-6.965985,11.01561,2.0450491212562067e-08,Other Genes
AC090181.1,14.691329,-16.905182,7.96936557770391e-09,Other Genes
AC090181.2,-22.878311,12.370793,2.2394692890109278e-07,Other Genes
AC090186.1,42.864075,-7.5859237,1.447585570650337e-08,Other Genes
AC090192.2,-26.248337,27.369518,8.654094712239461e-08,Other Genes
AC090197.1,0.79195166,2.9842072,8.269211315701463e-10,Other Genes
AC090198.1,7.501657,-12.51832,2.3134821923720842e-07,Other Genes
AC090204.1,-2.521194,-4.307844,1.0310814201848893e-07,Other Genes
AC090220.1,-11.05614,-37.087082,7.932119525925092e-08,Other Genes
AC090229.1,31.754704,-20.469255,2.3040181012071703e-08,Other Genes
AC090236.1,17.310799,-11.794042,4.661681057970029e-09,Other Genes
AC090236.2,3.3725278,24.464565,3.9360751284619125e-08,Other Genes
AC090241.2,-13.727294,4.4237466,5.59764811398168e-08,Other Genes
AC090241.3,23.576195,-22.532057,2.8946930333637098e-08,Other Genes
AC090246.1,-12.25148,-4.8938136,5.075141623755102e-09,Other Genes
AC090260.1,3.3026292,2.4983451,1.958727324949963e-08,Other Genes
AC090282.1,33.813236,-3.4249845,2.12411071229614e-08,Other Genes
AC090340.1,45.289013,20.71889,4.661681057970029e-09,Other Genes
AC090358.1,20.7663,-19.585005,2.330840528992321e-09,Other Genes
AC090360.1,16.423145,16.927177,6.368704451720649e-08,Other Genes
AC090377.1,-4.9697967,-11.001793,1.965992469086072e-08,Other Genes
AC090398.1,8.581661,-5.1255093,2.7443010948358466e-09,Other Genes
AC090398.2,17.98066,-4.4040384,1.1654202644815474e-08,Other Genes
AC090403.1,-36.424248,21.036924,8.269211315701463e-10,Other Genes
AC090409.1,4.5394125,-6.439524,3.375855336001409e-08,Other Genes
AC090409.2,25.346327,25.732769,2.330840528992321e-09,Other Genes
AC090415.2,22.405622,-5.2064023,4.661681524349049e-09,Other Genes
AC090425.2,-22.725468,2.385389,2.496224754913256e-08,Other Genes
AC090425.3,25.712805,15.732208,4.775314533261064e-09,Other Genes
AC090469.1,41.132553,17.638912,7.492778939584078e-08,Other Genes
AC090510.1,-10.2628,-3.3994641,1.4936002832063287e-07,Other Genes
AC090510.2,-23.533062,-27.259382,1.605234646553195e-08,Other Genes
AC090510.3,2.6788766,-11.867171,2.1654565823931822e-08,Other Genes
AC090510.4,-2.3996592,-28.222925,1.616596829607755e-08,Other Genes
AC090515.2,24.29809,28.239233,2.8197350952127783e-08,Other Genes
AC090515.4,9.000332,-43.10456,8.269211315701463e-10,Other Genes
AC090515.5,22.026703,-26.947098,2.7443010948358466e-09,Other Genes
AC090515.6,-45.09361,-1.5366588,1.947364582854332e-08,Other Genes
AC090517.2,3.2902086,-29.760456,2.7159114925777896e-07,Other Genes
AC090517.5,12.065469,-18.329702,5.59007392167075e-07,Other Genes
AC090518.1,-13.351839,20.536415,2.3158488484575047e-08,Other Genes
AC090519.2,-34.309727,-22.69342,1.714280483339117e-08,Other Genes
AC090527.1,-22.560528,-3.870935,4.661681057970029e-09,Other Genes
AC090527.3,-1.0592434,-6.531398,4.4864815452133487e-07,Other Genes
AC090531.1,-21.690605,29.954897,6.579061487351712e-09,Other Genes
AC090541.1,17.332056,3.7332563,4.661681057970029e-09,Other Genes
AC090559.1,21.40039,-5.9846296,1.2028469391554738e-05,Other Genes
AC090559.2,21.106455,17.587833,4.539067317136823e-07,Other Genes
AC090578.1,-24.811869,-12.416276,1.2067663210425188e-08,Other Genes
AC090579.1,16.9658,-9.419001,4.5903518730920014e-08,Other Genes
AC090587.1,20.731838,-5.586046,4.7066580988974234e-08,Other Genes
AC090587.2,-24.309479,14.188359,6.390953825756206e-08,Other Genes
AC090589.2,17.61112,-17.36095,8.64636384843674e-09,Other Genes
AC090589.3,-11.6065035,0.86864686,2.2631407020505566e-08,Other Genes
AC090607.1,14.630242,-2.1214228,8.64636384843674e-09,Other Genes
AC090607.3,30.748486,-17.2192,6.992521586933123e-09,Other Genes
AC090607.4,1.809952,-22.458838,6.315523786086475e-09,Other Genes
AC090607.5,0.10622865,18.421032,3.154130903686422e-08,Other Genes
AC090617.1,12.664375,16.161316,1.8346896209621734e-08,Other Genes
AC090617.10,21.452572,32.759647,2.4255736481521023e-07,Other Genes
AC090617.2,-14.548395,16.075867,1.1654202644815474e-08,Other Genes
AC090617.3,-22.268631,-9.9386015,3.894729072058763e-08,Other Genes
AC090617.4,-16.682974,-41.549496,9.473284977785684e-09,Other Genes
AC090617.5,-13.96094,18.34029,1.605234646553195e-08,Other Genes
AC090621.1,3.72449,29.954151,6.992521586933123e-09,Other Genes
AC090629.1,44.484993,3.8591516,6.992521586933123e-09,Other Genes
AC090630.1,14.522227,-14.558308,3.663238821839815e-07,Other Genes
AC090644.1,-1.106862,-5.5530157,1.563888543453691e-08,Other Genes
AC090651.1,-12.360124,-6.931977,3.567591467074935e-08,Other Genes
AC090680.1,30.909716,2.552008,2.330840528992321e-09,Other Genes
AC090692.2,27.372253,-34.613953,9.323362115881605e-09,Other Genes
AC090735.1,3.3347402,25.882849,2.330840528992321e-09,Other Genes
AC090739.1,-12.430805,2.6080122,1.6500844069820868e-07,Other Genes
AC090772.2,-15.133095,31.31696,4.541273687832127e-08,Other Genes
AC090772.3,1.7654573,-1.5006999,3.278169072948477e-08,Other Genes
AC090774.2,12.062614,17.639482,4.086467115128449e-08,Other Genes
AC090796.1,2.4406505,17.239101,4.661681057970029e-09,Other Genes
AC090809.1,-18.086742,4.224432,2.330840528992321e-09,Other Genes
AC090821.2,-0.9381969,19.71338,6.579061487351712e-09,Other Genes
AC090825.1,37.612343,-20.390034,1.5844379624225586e-07,Other Genes
AC090826.1,32.230465,-6.575215,4.248221424709186e-09,Other Genes
AC090826.2,-2.1375442,13.032255,6.579061487351712e-09,Other Genes
AC090844.2,12.06474,36.918285,5.018803466460804e-08,Other Genes
AC090844.3,-1.0490359,-40.673054,1.1654202644815474e-08,Other Genes
AC090877.2,-28.441723,-7.1065655,4.661681057970029e-09,Other Genes
AC090907.1,-4.937686,3.6299584,1.082728291203167e-08,Other Genes
AC090907.2,10.957819,2.1166496,4.5480671448202235e-09,Other Genes
AC090907.3,15.438226,-24.735714,7.819443184531571e-09,Other Genes
AC090912.1,35.61045,-0.53585273,4.134606114877324e-09,Other Genes
AC090912.2,39.684994,6.008291,1.1390665874642377e-08,Other Genes
AC090912.3,26.003004,-25.078135,1.2331206039360791e-08,Other Genes
AC090921.1,7.7584805,28.00299,3.871068402228446e-09,Other Genes
AC090945.1,-5.1747775,-31.754278,6.770052589654135e-10,Other Genes
AC090946.1,-13.353955,-10.717719,6.101531431343327e-08,Other Genes
AC090948.1,-25.999065,-24.928995,2.417573737505122e-07,Other Genes
AC090948.2,-25.868404,-27.895088,1.4033651089992448e-07,Other Genes
AC090948.3,-1.4896559,39.34312,2.163500264561877e-07,Other Genes
AC090948.4,-22.475414,-38.579014,9.905838485862112e-08,Other Genes
AC090952.1,-14.333968,-5.2689905,1.1654202644815474e-08,Other Genes
AC090952.2,7.545281,12.63823,6.165602786673551e-09,Other Genes
AC090970.1,-12.247284,-11.543017,5.075141668025672e-08,Other Genes
AC090970.2,-6.0752444,-14.045219,1.7605342458237835e-07,Other Genes
AC090971.1,-29.129898,-25.227898,4.477439238334319e-07,Other Genes
AC090971.2,-41.601906,8.945161,7.007513871657831e-08,Other Genes
AC090971.5,25.14158,5.773904,1.838318699414433e-08,Other Genes
AC090983.1,-5.3452587,0.61927927,4.661681057970029e-09,Other Genes
AC090994.1,-8.700436,16.083296,7.954842413983157e-08,Other Genes
AC091045.1,-14.751225,0.6237252,4.1732664605337124e-08,Other Genes
AC091053.1,-19.888931,20.06001,1.563888590091593e-08,Other Genes
AC091053.2,7.1558557,-9.455308,8.232903283411554e-09,Other Genes
AC091057.2,3.2147388,-34.87897,7.232867367937592e-08,Other Genes
AC091057.3,35.677937,-12.82117,1.8305880071804492e-08,Other Genes
AC091057.6,-24.666325,-27.236235,1.349931462150827e-07,Other Genes
AC091059.1,32.362804,4.3264904,1.6538422622050502e-09,Other Genes
AC091074.2,23.20045,25.726986,3.304522796964634e-08,Other Genes
AC091078.1,25.188286,-7.793918,6.770052589654135e-10,Other Genes
AC091100.1,13.804048,-16.64165,1.6729344734511202e-08,Other Genes
AC091117.1,-17.39486,-28.115124,4.661681057970029e-09,Other Genes
AC091117.2,-13.446867,-2.1563814,4.661681057970029e-09,Other Genes
AC091132.1,30.9388,35.162315,2.2781329875351495e-08,Other Genes
AC091132.2,-0.7396033,17.2444,3.8647451521716415e-08,Other Genes
AC091132.4,-19.859518,-17.087189,1.826277969688226e-07,Other Genes
AC091133.1,21.71637,-2.6817803,2.1540948651038898e-08,Other Genes
AC091138.1,-13.970572,-0.52600473,2.413532688604573e-08,Other Genes
AC091151.1,-2.5919378,19.926193,4.248221424709186e-09,Other Genes
AC091152.2,1.2684436,-8.472808,4.255482463307053e-08,Other Genes
AC091153.2,-1.7878458,-5.9384236,2.0300566958242985e-08,Other Genes
AC091153.3,-16.31275,-10.14661,4.955209708485177e-08,Other Genes
AC091153.4,12.838241,8.377082,5.902062754623816e-09,Other Genes
AC091167.5,2.2917304,-20.274012,2.5943866203598695e-09,Other Genes
AC091173.1,31.424738,35.447845,1.6315884259071993e-07,Other Genes
AC091178.2,-17.809866,24.538208,1.6538427285840702e-09,Other Genes
AC091180.2,4.496392,19.871058,6.462759814779164e-08,Other Genes
AC091180.3,9.823269,0.6480142,4.9252266832362036e-09,Other Genes
AC091180.4,-1.1338365,-8.903036,2.2745030249574472e-08,Other Genes
AC091180.5,3.3532321,-31.261297,3.5712222258214676e-09,Other Genes
AC091181.2,16.914253,-30.735296,2.330840528992321e-09,Other Genes
AC091182.1,-7.7223806,19.560083,2.68196668443906e-07,Other Genes
AC091185.1,-34.293392,0.8590301,2.5489328547378316e-08,Other Genes
AC091196.1,18.172724,-17.381353,1.3835128699594848e-08,Other Genes
AC091198.1,-26.437418,-3.8453336,2.330840528992321e-09,Other Genes
AC091214.1,21.356178,8.574701,6.390953872394107e-08,Other Genes
AC091231.1,5.272115,-2.475517,2.657979250567748e-08,Other Genes
AC091271.1,-18.385101,-17.759716,3.1792292572636213e-06,Other Genes
AC091393.2,-3.983692,-23.13978,2.330840528992321e-09,Other Genes
AC091488.1,15.86462,-19.450844,8.177039741291105e-08,Other Genes
AC091493.1,13.555578,-2.7102997,2.330840575564464e-08,Other Genes
AC091544.2,13.252743,33.826145,4.661681057970029e-09,Other Genes
AC091544.4,-2.4356189,12.781391,1.5075504336653175e-08,Other Genes
AC091563.1,2.418194,-2.9635563,1.0071693946504682e-07,Other Genes
AC091564.2,-11.748511,-8.499889,1.9323725761216228e-08,Other Genes
AC091564.4,47.664192,-8.934394,4.1346056590197844e-10,Other Genes
AC091564.5,30.5929,22.025017,2.5902787248465652e-08,Other Genes
AC091564.6,-6.4912424,21.127617,3.894729258610371e-08,Other Genes
AC091607.2,-3.039672,4.6151533,3.979002848278394e-07,Other Genes
AC091614.1,18.924177,-8.386515,9.323362115881605e-09,Other Genes
AC091646.1,-41.172165,-1.7182417,2.5902787248465652e-08,Other Genes
AC091691.3,-21.36952,29.189497,1.5075504336653175e-08,Other Genes
AC091729.1,8.991816,19.764914,2.7406711308041348e-08,Other Genes
AC091729.2,-14.949932,-15.2517605,2.330840528992321e-09,Other Genes
AC091729.3,-3.109059,-15.268657,2.3024531574463795e-07,Other Genes
AC091736.1,-11.644792,11.800211,2.1091195908097018e-08,Other Genes
AC091769.2,-34.92417,15.065977,4.777988534040936e-08,Other Genes
AC091806.1,-8.231997,-3.705299,1.0063960329686264e-07,Other Genes
AC091814.1,30.826885,21.78558,7.817990910387147e-07,Other Genes
AC091826.2,6.9943957,-22.396126,2.330840528992321e-09,Other Genes
AC091849.2,-9.826747,3.2366424,6.992521586933123e-09,Other Genes
AC091887.1,-23.879507,-32.03849,4.661681057970029e-09,Other Genes
AC091889.1,-14.878566,37.733376,2.330840528992321e-09,Other Genes
AC091893.2,28.761475,32.738907,6.579061487351712e-09,Other Genes
AC091906.1,-1.0754313,-20.79832,4.248221424709186e-09,Other Genes
AC091912.3,9.916238,13.290403,1.5075504803032196e-08,Other Genes
AC091917.3,14.460948,-9.984173,8.269211315701463e-10,Other Genes
AC091938.1,-13.036604,-39.79607,5.902062754623816e-09,Other Genes
AC091946.1,14.633973,-9.643699,2.330840528992321e-09,Other Genes
AC091946.2,16.087704,-32.612206,1.0904639602280994e-09,Other Genes
AC091965.1,5.0527625,11.941562,8.269215979491663e-10,Other Genes
AC091965.4,-9.698057,-4.608171,2.368558251977667e-08,Other Genes
AC091973.1,2.2402272,40.651512,6.992521586933123e-09,Other Genes
AC091978.1,21.858694,10.347372,3.155173329882172e-07,Other Genes
AC091982.1,18.637932,31.334944,9.323362115881605e-09,Other Genes
AC091982.3,-13.572684,-8.395856,8.469618480501345e-08,Other Genes
AC092017.4,2.9281445,3.3993301,6.579061487351712e-09,Other Genes
AC092040.1,-5.984964,-6.864394,3.157761660445561e-09,Other Genes
AC092042.1,21.255384,27.914515,4.661681057970029e-09,Other Genes
AC092053.2,9.094048,-29.817171,3.477450136043539e-07,Other Genes
AC092053.3,-9.3641815,-7.455615,1.2140634066921208e-06,Other Genes
AC092053.4,21.855038,19.342445,2.2691845609547875e-07,Other Genes
AC092053.5,4.085785,-42.86739,5.127849210083444e-08,Other Genes
AC092053.6,-8.170401,30.202694,2.330840528992321e-09,Other Genes
AC092058.1,-17.558783,-3.9094274,2.330840528992321e-09,Other Genes
AC092067.1,-36.952274,-1.6052419,1.1917746871777539e-08,Other Genes
AC092068.1,-9.018157,10.262015,3.345868900087519e-08,Other Genes
AC092068.2,43.90774,-18.022873,1.8865295494247154e-07,Other Genes
AC092068.3,-3.3277805,-16.311932,4.011509734279623e-08,Other Genes
AC092069.1,22.216814,-11.579019,6.22405394502793e-07,Other Genes
AC092070.1,9.442836,-40.378624,4.661681057970029e-09,Other Genes
AC092070.3,-16.383623,8.050445,2.3871789179505147e-08,Other Genes
AC092071.1,10.762701,-1.4135289,2.330840528992321e-09,Other Genes
AC092078.3,-12.975229,13.291534,6.579061487351712e-09,Other Genes
AC092079.2,19.197065,-12.477911,2.330840528992321e-09,Other Genes
AC092100.1,22.510876,5.706319,1.9173813620520445e-09,Other Genes
AC092111.1,12.274643,-12.59757,6.007478065814723e-08,Other Genes
AC092111.2,9.533101,-22.797043,6.770052589654135e-10,Other Genes
AC092112.1,-18.293816,11.606195,9.172970407877811e-08,Other Genes
AC092115.2,27.433863,28.871136,1.0906346874599055e-07,Other Genes
AC092115.3,7.4226046,15.068707,4.334543406663944e-08,Other Genes
AC092117.1,19.962301,18.399256,1.7943372664897804e-07,Other Genes
AC092118.1,-18.857136,-35.21567,5.7180554384578387e-08,Other Genes
AC092118.2,15.144192,35.521267,1.560259884267621e-08,Other Genes
AC092119.2,-13.233382,-13.158427,2.6364384507106164e-07,Other Genes
AC092119.3,-34.071117,5.302865,9.887214711095707e-08,Other Genes
AC092120.1,-17.274912,20.63761,1.755626539841637e-08,Other Genes
AC092120.3,7.9988794,16.086391,8.285610815671199e-08,Other Genes
AC092123.1,-14.621082,-23.530054,2.6267645725712673e-07,Other Genes
AC092127.1,8.941419,-16.384798,7.075213839061294e-08,Other Genes
AC092127.2,-20.828506,4.344835,7.405982152659743e-09,Other Genes
AC092134.1,6.118556,-33.949154,1.740634439933954e-08,Other Genes
AC092134.3,9.882821,4.0012407,2.5639245818111806e-08,Other Genes
AC092139.1,3.426063,-11.432817,7.256066915815175e-08,Other Genes
AC092140.1,-28.628414,2.1078994,5.117213947247042e-07,Other Genes
AC092140.2,-20.084105,-1.0824627,7.301040897053619e-08,Other Genes
AC092142.1,-4.4340835,-44.14456,4.116452291348444e-08,Other Genes
AC092142.2,-16.042746,6.9399104,2.330840528992321e-09,Other Genes
AC092143.2,19.825918,-7.4761276,6.992521586933123e-09,Other Genes
AC092145.1,-21.315681,-39.83024,2.7706549108447706e-08,Other Genes
AC092155.1,-5.4845395,14.933954,6.165602786673551e-09,Other Genes
AC092159.1,-10.938663,-6.161726,6.579061487351712e-09,Other Genes
AC092159.2,-31.933617,6.425593,4.319551121347402e-08,Other Genes
AC092164.1,-23.70361,-3.7739933,3.3850299495492974e-08,Other Genes
AC092168.2,-0.5582308,32.353184,1.5039235940150176e-09,Other Genes
AC092171.1,15.877064,6.180374,1.6816138821288789e-07,Other Genes
AC092171.2,13.704465,-0.8132886,1.819698405258842e-08,Other Genes
AC092171.3,28.842106,-10.524637,1.8252360996930402e-07,Other Genes
AC092171.4,18.51979,-5.802426,3.3181101029375533e-07,Other Genes
AC092171.5,-2.9514115,28.939331,5.507696683003906e-08,Other Genes
AC092192.1,2.7772071,8.485593,1.439850373928599e-08,Other Genes
AC092198.1,-18.497757,10.140865,2.330840528992321e-09,Other Genes
AC092268.2,11.353576,43.48748,3.894729118696665e-08,Other Genes
AC092275.1,22.577288,18.463642,4.661681057970029e-09,Other Genes
AC092279.1,-32.50696,13.873679,3.868262507282575e-08,Other Genes
AC092287.1,-10.091013,2.8645973,1.492101045679836e-07,Other Genes
AC092295.1,13.804192,10.285715,2.330840528992321e-09,Other Genes
AC092295.2,24.197533,-1.1637032,1.4478043795455295e-07,Other Genes
AC092296.1,15.569377,16.927296,2.330840528992321e-09,Other Genes
AC092296.2,-13.073355,21.858767,6.308261713183717e-08,Other Genes
AC092301.1,28.298395,-3.5888724,1.3480691582703014e-07,Other Genes
AC092316.1,28.45178,7.947401,1.9173813620520445e-09,Other Genes
AC092327.2,11.412961,-20.721092,3.4962613529898676e-08,Other Genes
AC092329.4,-32.183422,-10.253335,2.1176714231421372e-08,Other Genes
AC092332.1,-7.14259,26.974133,9.172970221326203e-08,Other Genes
AC092335.1,13.027786,15.372273,4.661681057970029e-09,Other Genes
AC092337.1,-8.509796,-46.89437,4.511767981622798e-09,Other Genes
AC092338.1,-3.5558064,25.678856,2.902426789470394e-08,Other Genes
AC092338.2,24.091885,-31.804462,3.348750304668206e-09,Other Genes
AC092338.3,13.978727,2.5474322,2.5956500024588577e-06,Other Genes
AC092343.1,6.3156166,36.985664,9.860860938914573e-08,Other Genes
AC092353.1,11.817641,23.2731,1.0904644266071194e-09,Other Genes
AC092353.2,26.082853,21.648312,1.9173813620520445e-09,Other Genes
AC092354.1,-29.547155,0.60529387,7.53002041118629e-08,Other Genes
AC092354.2,-1.8348483,2.269417,3.2713923417587344e-09,Other Genes
AC092364.1,2.7169526,-20.94076,4.248221424709186e-09,Other Genes
AC092368.3,5.793641,-8.703236,1.3286268692218935e-07,Other Genes
AC092375.2,5.5332284,23.016756,4.54537822446955e-08,Other Genes
AC092376.1,39.012344,23.312658,1.740634439933954e-08,Other Genes
AC092376.2,-13.592461,-21.48539,2.2631407486884587e-08,Other Genes
AC092376.3,-19.202393,-18.083858,1.2067663210425188e-08,Other Genes
